requirement_id,type,category,priority,owner,linked_epics,evidence_or_test,status,file,owning_context,consumer_contexts
REQ-MOS-006,FUNCIONAL,MOS,P0,ADR-049,EPIC-095/EPIC-098,test_overlap_source_stack_seamline_analytical_preview_blend_and_provenance,PENDING,REQ-MOS-006-sobreposicoes-preservam-a-pilha-de-fontes-seamlines-selecionam-fontes-an.md,BC-006,BC-006/BC-008
REQ-MSK-001,FUNCIONAL,MSK,P0,ADR-042,EPIC-024/EPIC-045,test_near_black_white_border_excluded_without_crop,PENDING,REQ-MSK-001-bordas-sem-terreno-sao-excluidas-da-analise-por-mascara-tolerante-a-tons.md,BC-007,BC-007/BC-006
REQ-MSK-002,FUNCIONAL,MSK,P0,ADR-040,EPIC-037/EPIC-045,test_marginal_metadata_pixels_preserved_and_classified,PENDING,REQ-MSK-002-faixas-de-voo-marcas-fiduciais-datas-legendas-e-outros-metadados-margina.md,BC-012,BC-012/BC-006
REQ-MSK-003,FUNCIONAL,MSK,P0,ADR-055,EPIC-032/EPIC-045,test_adaptive_mask_preview_correction_versioning,PENDING,REQ-MSK-003-a-mascara-analitica-e-adaptativa-versionada-auditavel-visualizavel-e-cor.md,BC-016,BC-016/BC-006
REQ-MTD-001,FUNCIONAL,MTD,P1,ADR-040,EPIC-032/EPIC-048,test_optional_metadata_extraction_no_geometry_side_effect,PENDING,REQ-MTD-001-extracao-de-metadados-marginais-e-opcional-registra-confianca-provenienc.md,BC-016,BC-016/BC-006
REQ-NATIVE-001,FUNCIONAL,NATIVE,P1,ADR-042,EPIC-002/EPIC-021/EPIC-022/EPIC-026,test_req_native_001,ACCEPTED,REQ-NATIVE-001-rasterio-e-boundary-principal-e-gdal-fica-isolado.md,BC-001,BC-001/BC-007/BC-005/BC-013
REQ-NATIVE-002,FUNCIONAL,NATIVE,P1,ADR-041,EPIC-002/EPIC-021/EPIC-022/EPIC-026,test_req_native_002,ACCEPTED,REQ-NATIVE-002-pyproj-tipado-governa-crs-e-operacoes.md,BC-001,BC-001/BC-007/BC-005/BC-013
REQ-NATIVE-003,FUNCIONAL,NATIVE,P1,ADR-043,EPIC-002/EPIC-021/EPIC-022/EPIC-026,test_req_native_003,ACCEPTED,REQ-NATIVE-003-shapely-e-usado-no-dominio-com-adapters-explicitos-de-i-o.md,BC-001,BC-001/BC-007/BC-005/BC-013
REQ-NATIVE-004,FUNCIONAL,NATIVE,P1,ADR-042,EPIC-002/EPIC-021/EPIC-022/EPIC-026,test_req_native_004,ACCEPTED,REQ-NATIVE-004-rastertile-e-tipado-band-first-e-rastreavel.md,BC-001,BC-001/BC-007/BC-005/BC-013
REQ-NATIVE-005,FUNCIONAL,NATIVE,P1,ADR-044,EPIC-002/EPIC-021/EPIC-022/EPIC-026,test_req_native_005,ACCEPTED,REQ-NATIVE-005-rootsift-e-o-descritor-classico-canonico-promovido.md,BC-001,BC-001/BC-007/BC-005/BC-013
REQ-NATIVE-006,FUNCIONAL,NATIVE,P1,ADR-004,EPIC-002/EPIC-021/EPIC-022/EPIC-026,test_req_native_006,ACCEPTED,REQ-NATIVE-006-flann-kd-tree-e-operacional-e-bf-exato-funciona-como-oracle-controlado.md,BC-001,BC-001/BC-007/BC-005/BC-013
REQ-NATIVE-007,FUNCIONAL,NATIVE,P1,ADR-043,EPIC-002/EPIC-021/EPIC-022/EPIC-026,test_req_native_007,ACCEPTED,REQ-NATIVE-007-opencv-usac-magsac-e-pinado-e-encapsulado.md,BC-001,BC-001/BC-007/BC-005/BC-013
REQ-NATIVE-008,FUNCIONAL,NATIVE,P1,ADR-042,EPIC-002/EPIC-021/EPIC-022/EPIC-026,test_req_native_008,ACCEPTED,REQ-NATIVE-008-cog-e-escrito-pela-stack-nativa-e-validado-por-caminho-independente.md,BC-001,BC-001/BC-007/BC-005/BC-013
REQ-NATIVE-009,FUNCIONAL,NATIVE,P1,ADR-009,EPIC-002/EPIC-021/EPIC-022/EPIC-026,test_req_native_009,ACCEPTED,REQ-NATIVE-009-stack-nativa-e-promovida-como-unidade-oci-abi-coerente.md,BC-001,BC-001/BC-007/BC-005/BC-013
REQ-NATIVE-010,FUNCIONAL,NATIVE,P1,ADR-043,EPIC-002/EPIC-021/EPIC-022/EPIC-026,test_req_native_010,ACCEPTED,REQ-NATIVE-010-drivers-vsi-sao-allowlisted-e-handles-sao-isolados-por-work-unit.md,BC-001,BC-001/BC-007/BC-005/BC-013
REQ-NET-001,FUNCIONAL,NET,P0,ADR-032,EPIC-041/EPIC-079,test_single_ingress_tls_private_service_ports,PENDING,REQ-NET-001-a-instalacao-publica-somente-ingress-controlado-banco-broker-e-workers-p.md,BC-014,BC-014
REQ-NFR-001,NAO_FUNCIONAL,NFR,P1,ADR-040,EPIC-040,test_req_nfr_001,PENDING,REQ-NFR-001-metas-de-capacidade-e-latencia-sao-medidas-com-corpus-representativo.md,BC-014,BC-014
REQ-OBS-001,NAO_FUNCIONAL,OBS,P1,ADR-054,EPIC-039,telemetry_contract,PENDING,REQ-OBS-001-logs-estruturados-metricas-traces-e-correlation-ids-por-request-job.md,BC-014,BC-014
REQ-OBS-002,NAO_FUNCIONAL,OBS,P1,ADR-054,EPIC-005/EPIC-039,test_opentelemetry_context_propagation_exporter_outage,PENDING,REQ-OBS-002-telemetria-usa-contratos-opentelemetry-backends-substituiveis-e-correlat.md,BC-001,BC-001/BC-014
REQ-OFF-001,NAO_FUNCIONAL,OFF,P0,ADR-052,EPIC-058/EPIC-083,test_offline_zero_egress_restricted_allowlist_connected_audit,PENDING,REQ-OFF-001-o-core-executa-offline-e-toda-conexao-de-saida-e-explicita-governada-e-a.md,BC-005,BC-005/BC-014
REQ-OSS-001,GOVERNANCA,OSS,P0,ADR-056,EPIC-007/EPIC-042,license_and_dependency_inventory,PENDING,REQ-OSS-001-codigo-novo-publicado-sob-licenca-open-source-aprovada-com-notices-e-inv.md,BC-001,BC-001/BC-015
REQ-OUT-001,FUNCIONAL,OUT,P0,ADR-042,EPIC-040/EPIC-044,test_native_resolution_policy_resampling_ratio,PENDING,REQ-OUT-001-o-outputprofile-e-versionado-e-preserva-ao-maximo-a-resolucao-efetiva-da.md,BC-014,BC-014/BC-006
REQ-PLN-001,FUNCIONAL,PLN,P1,ADR-016,EPIC-002/EPIC-110,test_roadmap_horizons_outcomes_gates_and_date_exception,PENDING,REQ-PLN-001-representar-roadmap-por-horizontes-outcomes-e-gates-usando-datas-somente.md,BC-001,BC-001
REQ-PLN-002,FUNCIONAL,PLN,P1,ADR-037,EPIC-002/EPIC-110,test_layered_milestones_gate_release_mapping,PENDING,REQ-PLN-002-separar-milestones-de-outcome-gate-releases-e-iteracoes.md,BC-001,BC-001
REQ-PLN-003,FUNCIONAL,PLN,P1,ADR-016,EPIC-002/EPIC-110,test_sequence_gates_dependencies_priority_override_audit,PENDING,REQ-PLN-003-sequenciar-por-blockers-gates-dependencias-e-prioridade-explicavel-com-o.md,BC-001,BC-001
REQ-PLN-004,FUNCIONAL,PLN,P1,ADR-016,EPIC-002/EPIC-110,test_critical_enablers_uncertain_dependencies_and_risk_buffers,PENDING,REQ-PLN-004-identificar-enablers-alto-fan-out-single-points-of-failure-e-dependencia.md,BC-001,BC-001
REQ-PLN-005,NAO_FUNCIONAL,PLN,P0,ADR-012,EPIC-002/EPIC-110,test_wip_class_limits_global_cap_and_emergency_reserve,PENDING,REQ-PLN-005-impor-wip-por-classe-e-teto-global-com-reservas-para-p0-seguranca-e-manu.md,BC-001,BC-001
REQ-PLN-006,NAO_FUNCIONAL,PLN,P1,ADR-016,EPIC-002/EPIC-110,test_capacity_ranges_availability_throughput_and_no_deadline_conversion,PENDING,REQ-PLN-006-registrar-capacidade-por-faixas-categoria-e-confianca-sem-conversao-auto.md,BC-001,BC-001
REQ-PLN-007,FUNCIONAL,PLN,P1,ADR-016,EPIC-002/EPIC-110,test_pull_iteration_objective_and_carryover_reason_classification,PENDING,REQ-PLN-007-usar-sistema-pull-e-classificar-causas-de-carryover.md,BC-001,BC-001
REQ-PLN-008,FUNCIONAL,PLN,P1,ADR-016,EPIC-002/EPIC-110,test_accountable_owner_collaborator_reviewer_and_gate_approver,PENDING,REQ-PLN-008-exigir-accountable-owner-unico-e-papeis-separados-de-colaboracao-revisao.md,BC-001,BC-001
REQ-PLN-009,FUNCIONAL,PLN,P1,ADR-038,EPIC-002/EPIC-110,test_cross_domain_contract_checkpoint_and_walking_skeleton_integration,PENDING,REQ-PLN-009-manter-contratos-e-checkpoints-de-integracao-entre-produtores-e-consumid.md,BC-001,BC-001
REQ-PLN-010,FUNCIONAL,PLN,P1,ADR-016,EPIC-002/EPIC-110,test_versioned_reforecast_snapshot_variance_classification_and_delta_report,PENDING,REQ-PLN-010-preservar-snapshots-de-reforecast-e-classificar-toda-variacao-material.md,BC-001,BC-001
REQ-PRJ-001,FUNCIONAL,PRJ,P0,ADR-043,EPIC-002/EPIC-110,test_issue_type_forms,PENDING,REQ-PRJ-001-o-project-deve-possuir-taxonomia-canonica-e-issue-forms-por-tipo.md,BC-001,BC-001
REQ-PRJ-002,FUNCIONAL,PRJ,P0,ADR-022,EPIC-002/EPIC-110,test_mandatory_core_type_fields,PENDING,REQ-PRJ-002-campos-obrigatorios-devem-combinar-nucleo-comum-e-extensoes-por-tipo.md,BC-001,BC-001
REQ-PRJ-003,FUNCIONAL,PRJ,P1,ADR-022,EPIC-002/EPIC-110,test_single_parent_limited_hierarchy,PENDING,REQ-PRJ-003-issues-devem-possuir-parent-primario-e-hierarquia-operacional-limitada.md,BC-001,BC-001
REQ-PRJ-004,FUNCIONAL,PRJ,P0,ADR-022,EPIC-002/EPIC-110,test_canonical_workflow_transitions,PENDING,REQ-PRJ-004-o-fluxo-deve-usar-estados-canonicos-e-transicoes-validadas.md,BC-001,BC-001
REQ-PRJ-005,FUNCIONAL,PRJ,P0,ADR-022,EPIC-002/EPIC-110,test_definition_of_ready_gate,PENDING,REQ-PRJ-005-entrada-em-ready-deve-depender-de-definition-of-ready-proporcional.md,BC-001,BC-001
REQ-PRJ-006,FUNCIONAL,PRJ,P0,ADR-022,EPIC-002/EPIC-110,test_evidence_based_definition_of_done,PENDING,REQ-PRJ-006-entrada-em-done-deve-depender-de-evidencias-e-checks-aplicaveis.md,BC-001,BC-001
REQ-PRJ-007,FUNCIONAL,PRJ,P1,ADR-022,EPIC-002/EPIC-110,test_typed_dependency_cycle_detection,PENDING,REQ-PRJ-007-dependencias-devem-ser-tipadas-e-ciclos-materiais-detectaveis.md,BC-001,BC-001
REQ-PRJ-008,FUNCIONAL,PRJ,P1,ADR-022,EPIC-002/EPIC-110,test_derived_priority_dimensions,PENDING,REQ-PRJ-008-prioridade-efetiva-deve-separar-impacto-urgencia-risco-e-gate.md,BC-001,BC-001
REQ-PRJ-009,FUNCIONAL,PRJ,P1,ADR-022,EPIC-002/EPIC-110,test_relative_size_uncertainty_split,PENDING,REQ-PRJ-009-tamanho-deve-usar-faixas-relativas-confianca-e-regra-de-divisao.md,BC-001,BC-001
REQ-PRJ-010,FUNCIONAL,PRJ,P0,ADR-022,EPIC-002/EPIC-110,test_guarded_project_automation,PENDING,REQ-PRJ-010-automacoes-devem-preservar-integridade-sem-aprovar-decisoes-materiais.md,BC-001,BC-001
REQ-PRM-001,FUNCIONAL,PRM,P1,ADR-053,EPIC-002/EPIC-110,test_portfolio_materialization_decision_01,PENDING,REQ-PRM-001-validar-a-primeira-materializacao-em-staging-representativo-antes-do-pro.md,BC-001,BC-001
REQ-PRM-002,FUNCIONAL,PRM,P1,ADR-053,EPIC-002/EPIC-110,test_portfolio_materialization_decision_02,PENDING,REQ-PRM-002-executar-importacao-em-ondas-limitadas-por-dependencia-gate-e-risco.md,BC-001,BC-001
REQ-PRM-003,FUNCIONAL,PRM,P1,ADR-053,EPIC-002/EPIC-110,test_portfolio_materialization_decision_03,PENDING,REQ-PRM-003-declarar-autoridade-e-direcao-de-sincronizacao-para-cada-campo.md,BC-001,BC-001
REQ-PRM-004,FUNCIONAL,PRM,P1,ADR-050,EPIC-002/EPIC-110,test_portfolio_materialization_decision_04,PENDING,REQ-PRM-004-detectar-drift-por-reconciliacao-de-tres-vias-e-classificar-conflitos.md,BC-001,BC-001
REQ-PRM-005,FUNCIONAL,PRM,P1,ADR-053,EPIC-002/EPIC-110,test_portfolio_materialization_decision_05,PENDING,REQ-PRM-005-separar-mudancas-destrutivas-em-changeset-aprovado-com-tombstones.md,BC-001,BC-001
REQ-PRM-006,FUNCIONAL,PRM,P1,ADR-016,EPIC-002/EPIC-110,test_portfolio_materialization_decision_06,PENDING,REQ-PRM-006-usar-operacoes-idempotentes-checkpoints-backoff-e-retomada-segura.md,BC-001,BC-001
REQ-PRM-007,FUNCIONAL,PRM,P1,ADR-053,EPIC-002/EPIC-110,test_portfolio_materialization_decision_07,PENDING,REQ-PRM-007-exigir-portfoliomaterializationevidenceset-antes-da-convergencia-operaci.md,BC-001,BC-001
REQ-PRM-008,FUNCIONAL,PRM,P0,ADR-053,EPIC-002/EPIC-110,test_portfolio_materialization_decision_08,PENDING,REQ-PRM-008-registrar-cada-execucao-em-portfoliosyncrunrecord-imutavel-e-sanitizado.md,BC-001,BC-001
REQ-PRM-009,FUNCIONAL,PRM,P1,ADR-053,EPIC-002/EPIC-110,test_portfolio_materialization_decision_09,PENDING,REQ-PRM-009-recuperar-ondas-por-snapshot-compensacoes-seguras-e-forward-reconciliati.md,BC-001,BC-001
REQ-PRM-010,FUNCIONAL,PRM,P1,ADR-053,EPIC-002/EPIC-110,test_portfolio_materialization_decision_10,PENDING,REQ-PRM-010-usar-identidade-dedicada-privilegios-minimos-e-credenciais-de-curta-dura.md,BC-001,BC-001
REQ-PROV-001,FUNCIONAL,PROV,P0,ADR-025,EPIC-037/EPIC-049,test_manifest_lineage_reproduction_bundle,PENDING,REQ-PROV-001-resultados-possuem-lineage-normalizado-manifesto-versionado-e-bundle-de.md,BC-012,BC-012/BC-013
REQ-PRV-001,NAO_FUNCIONAL,PRV,P0,ADR-055,EPIC-012/EPIC-013,retention_deletion_restore,PENDING,REQ-PRV-001-retencao-exclusao-e-exportacao-sao-configuraveis-e-auditadas-por-instanc.md,BC-003,BC-003/BC-013
REQ-PUB-002,FUNCIONAL,PUB,P0,ADR-057,EPIC-007/EPIC-091,test_contribution_origin_dco_signoff_and_inbound_outbound_policy,PENDING,REQ-PUB-002-contribuicoes-externas-devem-possuir-mecanismo-aprovado-de-certificacao.md,BC-001,BC-001
REQ-PUB-003,FUNCIONAL,PUB,P0,ADR-012,EPIC-058/EPIC-060/EPIC-061,test_provider_policy_manifest_asset_license_record_expiry_attribution_and_fail_closed_acquisition,PENDING,REQ-PUB-003-providers-e-assets-externos-devem-carregar-policy-versionada-de-direitos.md,BC-005,BC-005/BC-013
REQ-PUB-004,FUNCIONAL,PUB,P1,ADR-037,EPIC-042/EPIC-089,test_citation_cff_codemeta_authors_notices_release_digest_and_doi_consistency,PENDING,REQ-PUB-004-releases-publicas-devem-conter-metadados-de-citacao-autoria-terceiros-e.md,BC-015,BC-015
REQ-QUAL-001,FUNCIONAL,QUAL,P0,ADR-046,EPIC-024,test_fail_closed_missing_metric_and_critical_gate_rejection,PENDING,REQ-QUAL-001-o-strong-geometric-verifier-opera-fail-closed-e-nenhum-resultado-e-aceit.md,BC-007,BC-007
REQ-QUAL-002,FUNCIONAL,QUAL,P0,ADR-046,EPIC-024/EPIC-037,test_quality_profile_metric_threshold_gate_lineage,PENDING,REQ-QUAL-002-cada-imagem-possui-metricas-thresholds-gates-e-versao-do-qualityprofile.md,BC-007,BC-007/BC-012
REQ-QUAL-003,FUNCIONAL,QUAL,P0,ADR-046,EPIC-024/EPIC-034/EPIC-037,test_input_output_deformation_profile_and_heatmap,PENDING,REQ-QUAL-003-cada-saida-georreferenciada-possui-image-deformation-profile-com-metrica.md,BC-007,BC-007/BC-016/BC-012
REQ-QUAL-004,FUNCIONAL,QUAL,P0,ADR-046,EPIC-024/EPIC-025,test_quality_profile_immutable_version_hash_calibration_clone,PENDING,REQ-QUAL-004-qualityprofiles-oficiais-sao-imutaveis-versionados-calibrados-e-vinculad.md,BC-007,BC-007
REQ-QUAL-005,FUNCIONAL,QUAL,P0,ADR-046,EPIC-034/EPIC-038,test_deformation_summary_heatmap_dense_consistency,PENDING,REQ-QUAL-005-relatorios-de-deformacao-oferecem-metricas-obrigatorias-heatmap-amostrad.md,BC-016,BC-016/BC-007
REQ-RAS-001,CONTRATO,RAS,P0,ADR-042,EPIC-044/EPIC-045/EPIC-093,test_nodata_alpha_coverage_analysis_mask_separation,PENDING,REQ-RAS-001-nodata-alpha-cobertura-mascara-de-validade-mascara-analitica-e-margens-p.md,BC-006,BC-006
REQ-RAS-002,CONTRATO,RAS,P1,ADR-049,EPIC-044/EPIC-097,test_output_grid_extent_alignment_pixel_anchor_and_no_half_pixel_shift,PENDING,REQ-RAS-002-a-grade-de-saida-explicita-extensao-alinhamento-pixel-anchor-e-evita-des.md,BC-006,BC-006
REQ-RAS-003,CONTRATO,RAS,P1,ADR-042,EPIC-024/EPIC-097,test_resolution_native_information_jacobian_limits_and_no_false_superresolution,PENDING,REQ-RAS-003-a-resolucao-de-saida-preserva-informacao-nativa-respeita-limites-jacobia.md,BC-007,BC-007/BC-006
REQ-RAS-004,CONTRATO,RAS,P1,ADR-042,EPIC-095/EPIC-097,test_resampling_kernel_by_band_content_scale_and_mask_integrity,PENDING,REQ-RAS-004-o-kernel-de-reamostragem-e-escolhido-por-banda-escala-de-conteudo-e-sema.md,BC-006,BC-006
REQ-RAS-005,CONTRATO,RAS,P1,ADR-040,EPIC-046/EPIC-097,test_cog_grid_metadata_overviews_validity_roundtrip_and_atomic_publication,PENDING,REQ-RAS-005-cog-grade-metadados-overviews-e-validade-passam-por-round-trip-e-validac.md,BC-013,BC-013/BC-006
REQ-REF-001,FUNCIONAL,REF,P0,ADR-040,EPIC-024/EPIC-053,test_disjoint_components_no_forced_edge_per_image_sgv,PENDING,REQ-REF-001-bootstrap-intralote-requer-evidencia-direta-por-aresta-mantem-componente.md,BC-007,BC-007/BC-005
REQ-REF-002,FUNCIONAL,REF,P0,ADR-040,EPIC-024/EPIC-056,test_direct_edge_evidence_and_independent_dependent_sgv,PENDING,REQ-REF-002-toda-aresta-operacional-requer-evidencia-geometrica-direta-e-aprovacao-i.md,BC-007,BC-007/BC-005
REQ-RES-001,FUNCIONAL,RES,P0,ADR-039,EPIC-019/EPIC-040,test_resource_governor_admission_pressure_adaptation,PENDING,REQ-RES-001-o-scheduler-aplica-resource-governor-adaptativo-com-orcamento-de-ram-cpu.md,BC-010,BC-010/BC-014
REQ-RET-001,NAO_FUNCIONAL,RET,P0,ADR-012,EPIC-049/EPIC-073,test_retention_policy_protected_lineage_hold_dry_run,PENDING,REQ-RET-001-retentionpolicies-versionadas-consideram-classe-estado-dependencia-hold.md,BC-013,BC-013
REQ-REV-003,FUNCIONAL,REV,P0,ADR-048,EPIC-024/EPIC-049/EPIC-062,test_correctionset_new_attempt_full_sgv_immutable_history,PENDING,REQ-REV-003-toda-correcao-manual-cria-correctionset-imutavel-nova-tentativa-e-revali.md,BC-007,BC-007/BC-013/BC-011
REQ-REV-004,FUNCIONAL,REV,P1,ADR-048,EPIC-062/EPIC-064,test_review_queue_explainable_priority_no_bulk_approval,PENDING,REQ-REV-004-a-fila-de-revisao-e-filtravel-e-priorizada-de-forma-explicavel-sem-aprov.md,BC-011,BC-011
REQ-RMQ-001,FUNCIONAL,RMQ,P0,ADR-036,EPIC-040/EPIC-103,test_relative_mosaic_resource_preflight_budgets_admission_and_no_quality_relaxation,PENDING,REQ-RMQ-001-a-operacao-deve-executar-preflight-de-recursos-e-ser-admitida-por-budget.md,BC-014,BC-014/BC-008
REQ-RMQ-002,NAO_FUNCIONAL,RMQ,P0,ADR-009,EPIC-049/EPIC-103,test_persistence_classes_recomputability_lineage_retention_and_resume,PENDING,REQ-RMQ-002-intermediarios-devem-possuir-classe-de-persistencia-recomputabilidade-de.md,BC-013,BC-013/BC-008
REQ-RMQ-003,FUNCIONAL,RMQ,P1,ADR-036,EPIC-098/EPIC-103,test_virtual_canonical_preview_and_on_demand_tiled_materialization,PENDING,REQ-RMQ-003-o-mosaico-virtual-deve-permanecer-canonico-e-materializacoes-devem-ser-t.md,BC-008,BC-008
REQ-RMQ-004,FUNCIONAL,RMQ,P0,ADR-039,EPIC-075/EPIC-103,test_quota_pinning_dependency_aware_eviction_dry_run_and_recompute_plan,PENDING,REQ-RMQ-004-quotas-e-eviction-devem-preservar-artifacts-autoritativos-e-oferecer-dry.md,BC-014,BC-014/BC-008
REQ-RMR-001,FUNCIONAL,RMR,P1,ADR-050,EPIC-037/EPIC-102,test_relative_mosaic_report_snapshots_current_view_and_history,PENDING,REQ-RMR-001-relatorios-do-componente-devem-preservar-snapshots-imutaveis-e-oferecer.md,BC-012,BC-012/BC-008
REQ-RMR-002,FUNCIONAL,RMR,P1,ADR-042,EPIC-032/EPIC-102,test_multiscale_graph_raster_source_heatmap_lod_and_incremental_loading,PENDING,REQ-RMR-002-a-visualizacao-deve-sincronizar-raster-grafo-fontes-e-heatmaps-com-level.md,BC-016,BC-016/BC-008
REQ-RMR-003,FUNCIONAL,RMR,P1,ADR-050,EPIC-037/EPIC-102,test_layered_summary_technical_visual_reproducibility_export_profiles,PENDING,REQ-RMR-003-exports-devem-separar-resumo-dados-tecnicos-visualizacao-e-bundle-de-rep.md,BC-012,BC-012/BC-008
REQ-RMR-004,FUNCIONAL,RMR,P1,ADR-050,EPIC-098/EPIC-102,test_hierarchical_tile_region_provenance_and_dense_on_demand_limits,PENDING,REQ-RMR-004-provenance-de-sobreposicao-deve-explicar-fontes-e-seamlines-de-forma-esc.md,BC-008,BC-008
REQ-RMV-001,FUNCIONAL,RMV,P0,ADR-050,EPIC-024/EPIC-101,test_relative_mosaic_quality_profile_independent_hard_and_reviewable_gates,PENDING,REQ-RMV-001-o-componente-relativo-deve-possuir-gates-independentes-e-versionados-har.md,BC-007,BC-007/BC-008
REQ-RMV-002,FUNCIONAL,RMV,P0,ADR-050,EPIC-024/EPIC-101,test_cycle_basis_budgeted_long_cycle_sampling_drift_percentiles_and_localization,PENDING,REQ-RMV-002-o-sistema-deve-medir-fechamento-de-ciclos-e-drift-local-global-com-orcam.md,BC-007,BC-007/BC-008
REQ-RMV-003,FUNCIONAL,RMV,P0,ADR-050,EPIC-056/EPIC-101,test_bridge_articulation_leverage_removal_sensitivity_and_component_split,PENDING,REQ-RMV-003-bridges-articulation-points-e-arestas-de-leverage-elevado-devem-passar-p.md,BC-005,BC-005/BC-008
REQ-RMV-004,FUNCIONAL,RMV,P0,ADR-050,EPIC-099/EPIC-101,test_relative_component_promotion_lifecycle_and_no_image_acceptance_transfer,PENDING,REQ-RMV-004-o-lifecycle-do-componente-deve-separar-candidato-verificado-ancoravel-e.md,BC-008,BC-008
REQ-RUN-001,CONTRATO,RUN,P1,ADR-015,EPIC-002/EPIC-004/EPIC-012/EPIC-031,test_req_run_001,ACCEPTED,REQ-RUN-001-o-namespace-da-aplicacao-e-unico-e-apps-de-cli-api-e-worker-permanecem-f.md,BC-001,BC-001/BC-003/BC-016
REQ-RUN-002,CONTRATO,RUN,P1,ADR-040,EPIC-002/EPIC-004/EPIC-012/EPIC-031,test_req_run_002,ACCEPTED,REQ-RUN-002-o-nucleo-de-dominio-permanece-sincrono-e-i-o-assincrono-fica-nas-bordas.md,BC-001,BC-001/BC-003/BC-016
REQ-RUN-003,CONTRATO,RUN,P1,ADR-005,EPIC-002/EPIC-004/EPIC-012/EPIC-031,test_req_run_003,ACCEPTED,REQ-RUN-003-composition-roots-sao-explicitos-e-usam-injecao-por-construtor.md,BC-001,BC-001/BC-003/BC-016
REQ-RUN-004,CONTRATO,RUN,P0,ADR-040,EPIC-002/EPIC-004/EPIC-012/EPIC-031,test_req_run_004,ACCEPTED,REQ-RUN-004-settings-sao-tipados-estratificados-por-fonte-e-falham-fechados-para-val.md,BC-001,BC-001/BC-003/BC-016
REQ-RUN-005,CONTRATO,RUN,P1,ADR-045,EPIC-002/EPIC-004/EPIC-012/EPIC-031,test_req_run_005,ACCEPTED,REQ-RUN-005-comandos-usam-unit-of-work-explicita-e-transacoes-curtas.md,BC-001,BC-001/BC-003/BC-016
REQ-RUN-006,CONTRATO,RUN,P1,ADR-040,EPIC-002/EPIC-004/EPIC-012/EPIC-031,test_req_run_006,ACCEPTED,REQ-RUN-006-erros-de-dominio-sao-tipados-e-mapeados-de-forma-versionada-para-problem.md,BC-001,BC-001/BC-003/BC-016
REQ-RUN-007,CONTRATO,RUN,P1,ADR-040,EPIC-002/EPIC-004/EPIC-012/EPIC-031,test_req_run_007,ACCEPTED,REQ-RUN-007-operacoes-mutaveis-repetiveis-usam-idempotencia-persistente.md,BC-001,BC-001/BC-003/BC-016
REQ-RUN-008,CONTRATO,RUN,P1,ADR-013,EPIC-002/EPIC-004/EPIC-012/EPIC-031,test_req_run_008,ACCEPTED,REQ-RUN-008-o-cliente-typescript-e-gerado-do-openapi-e-protegido-por-diff-gate-deter.md,BC-001,BC-001/BC-003/BC-016
REQ-RUN-009,CONTRATO,RUN,P1,ADR-055,EPIC-002/EPIC-004/EPIC-012/EPIC-031,test_req_run_009,ACCEPTED,REQ-RUN-009-logs-seguem-envelope-estruturado-correlation-ids-e-redaction-centralizad.md,BC-001,BC-001/BC-003/BC-016
REQ-RUN-010,CONTRATO,RUN,P0,ADR-017,EPIC-002/EPIC-004/EPIC-012/EPIC-031,test_req_run_010,ACCEPTED,REQ-RUN-010-feature-flags-e-capability-registry-sao-locais-versionados-e-nao-substit.md,BC-001,BC-001/BC-003/BC-016
REQ-RUNTIME-001,CONTRATO,RUNTIME,P1,ADR-002,EPIC-002/EPIC-004,test_runtime_decision_1,ACCEPTED,REQ-RUNTIME-001-namespace-apps-finos-e-dependency-rules-respeitam-as-boundaries-da-adr-0.md,BC-001,BC-001
REQ-RUNTIME-002,CONTRATO,RUNTIME,P1,ADR-002,EPIC-002/EPIC-004/EPIC-014,test_runtime_decision_2,ACCEPTED,REQ-RUNTIME-002-async-permanece-nas-bordas-e-o-dominio-nao-depende-do-framework.md,BC-001,BC-001/BC-010
REQ-RUNTIME-003,CONTRATO,RUNTIME,P0,ADR-005,EPIC-004,test_runtime_decision_3,ACCEPTED,REQ-RUNTIME-003-composition-roots-e-settings-sao-explicitos-tipados-e-fail-closed.md,BC-001,BC-001
REQ-RUNTIME-004,CONTRATO,RUNTIME,P1,ADR-045,EPIC-004/EPIC-078,test_runtime_decision_4,ACCEPTED,REQ-RUNTIME-004-unit-of-work-transactions-curtas-erros-e-idempotencia-seguem-ap-002-e-ad.md,BC-001,BC-001/BC-014
REQ-RUNTIME-005,CONTRATO,RUNTIME,P1,ADR-010,EPIC-012/EPIC-013,test_runtime_decision_5,ACCEPTED,REQ-RUNTIME-005-openapi-logging-estruturado-capabilities-e-feature-flags-sao-versionados.md,BC-003,BC-003/BC-013
REQ-RUNTIME-006,CONTRATO,RUNTIME,P1,ADR-021,EPIC-004/EPIC-011,test_runtime_decision_6,ACCEPTED,REQ-RUNTIME-006-o-navegador-nao-recebe-paths-arbitrarios-payloads-do-broker-ou-acesso-di.md,BC-001,BC-001/BC-002
REQ-RUNTIME-007,CONTRATO,RUNTIME,P1,ADR-002,EPIC-004/EPIC-011,test_runtime_decision_7,ACCEPTED,REQ-RUNTIME-007-selecao-de-arquivos-usa-roots-autorizados-e-identificadores-opacos.md,BC-001,BC-001/BC-002
