task_id,story_id,issue_id,sprint_id,bounded_context,specifications,status
TASK-0486,STORY-0486,ISSUE-0596,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0487,STORY-0487,ISSUE-0597,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0488,STORY-0488,ISSUE-0598,SPRINT-011,BC-014,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0489,STORY-0489,ISSUE-0599,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0490,STORY-0490,ISSUE-0600,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0491,STORY-0491,ISSUE-0601,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0492,STORY-0492,ISSUE-0602,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0493,STORY-0493,ISSUE-0603,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0494,STORY-0494,ISSUE-0604,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0495,STORY-0495,ISSUE-0605,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0496,STORY-0496,ISSUE-0606,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0497,STORY-0497,ISSUE-0607,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0498,STORY-0498,ISSUE-0608,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0499,STORY-0499,ISSUE-0609,SPRINT-011,BC-015,SPEC-001/SPEC-004,PASS
TASK-0500,STORY-0500,ISSUE-0610,SPRINT-011,BC-015,SPEC-001/SPEC-003/SPEC-004/SPEC-005,PASS
TASK-0501,STORY-0501,ISSUE-0611,SPRINT-011,BC-015,SPEC-001/SPEC-004,PASS
TASK-0502,STORY-0502,ISSUE-0612,SPRINT-011,BC-015,SPEC-001/SPEC-004,PASS
TASK-0503,STORY-0503,ISSUE-0613,SPRINT-011,BC-015,SPEC-001/SPEC-004,PASS
TASK-0504,STORY-0504,ISSUE-0614,SPRINT-011,BC-015,SPEC-001/SPEC-004,PASS
TASK-0505,STORY-0505,ISSUE-0615,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0506,STORY-0506,ISSUE-0616,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0507,STORY-0507,ISSUE-0617,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0508,STORY-0508,ISSUE-0618,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0509,STORY-0509,ISSUE-0619,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0510,STORY-0510,ISSUE-0620,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0511,STORY-0511,ISSUE-0621,SPRINT-002,BC-014,SPEC-001/SPEC-004,PASS
TASK-0512,STORY-0512,ISSUE-0622,SPRINT-002,BC-014,SPEC-001/SPEC-003/SPEC-004,PASS
TASK-0513,STORY-0513,ISSUE-0623,SPRINT-002,BC-014,SPEC-001/SPEC-004,PASS
TASK-0514,STORY-0514,ISSUE-0624,SPRINT-002,BC-014,SPEC-001/SPEC-004,PASS
TASK-0515,STORY-0515,ISSUE-0625,SPRINT-002,BC-014,SPEC-001/SPEC-004,PASS
TASK-0516,STORY-0516,ISSUE-0626,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0517,STORY-0517,ISSUE-0627,SPRINT-011,BC-014,SPEC-001/SPEC-003/SPEC-004,PASS
TASK-0518,STORY-0518,ISSUE-0628,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0519,STORY-0519,ISSUE-0629,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0520,STORY-0520,ISSUE-0630,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0521,STORY-0521,ISSUE-0631,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0522,STORY-0522,ISSUE-0632,SPRINT-009,BC-016,SPEC-001/SPEC-004,PASS
TASK-0523,STORY-0523,ISSUE-0633,SPRINT-009,BC-016,SPEC-001/SPEC-004,PASS
TASK-0524,STORY-0524,ISSUE-0634,SPRINT-009,BC-016,SPEC-001/SPEC-004,PASS
TASK-0525,STORY-0525,ISSUE-0635,SPRINT-009,BC-016,SPEC-001/SPEC-004,PASS
TASK-0526,STORY-0526,ISSUE-0636,SPRINT-009,BC-016,SPEC-001/SPEC-004,PASS
TASK-0527,STORY-0527,ISSUE-0637,SPRINT-009,BC-016,SPEC-001/SPEC-004,PASS
TASK-0528,STORY-0528,ISSUE-0638,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0529,STORY-0529,ISSUE-0639,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0530,STORY-0530,ISSUE-0640,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0531,STORY-0531,ISSUE-0641,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0532,STORY-0532,ISSUE-0642,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0533,STORY-0533,ISSUE-0643,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0534,STORY-0534,ISSUE-0644,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0535,STORY-0535,ISSUE-0645,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0536,STORY-0536,ISSUE-0646,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0537,STORY-0537,ISSUE-0647,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0538,STORY-0538,ISSUE-0648,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0539,STORY-0539,ISSUE-0649,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0540,STORY-0540,ISSUE-0650,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0541,STORY-0541,ISSUE-0651,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0542,STORY-0542,ISSUE-0652,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0543,STORY-0543,ISSUE-0653,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0544,STORY-0544,ISSUE-0654,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0545,STORY-0545,ISSUE-0655,SPRINT-011,BC-009,SPEC-001/SPEC-003/SPEC-004,PASS
TASK-0546,STORY-0546,ISSUE-0656,SPRINT-011,BC-009,SPEC-001/SPEC-003/SPEC-004,PASS
TASK-0547,STORY-0547,ISSUE-0657,SPRINT-011,BC-009,SPEC-001/SPEC-003/SPEC-004,PASS
TASK-0548,STORY-0548,ISSUE-0658,SPRINT-011,BC-009,SPEC-001/SPEC-003/SPEC-004,PASS
TASK-0549,STORY-0549,ISSUE-0659,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0550,STORY-0550,ISSUE-0660,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0551,STORY-0551,ISSUE-0661,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0552,STORY-0552,ISSUE-0662,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0553,STORY-0553,ISSUE-0663,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0554,STORY-0554,ISSUE-0664,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0555,STORY-0555,ISSUE-0665,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0556,STORY-0556,ISSUE-0666,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0557,STORY-0557,ISSUE-0667,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0558,STORY-0558,ISSUE-0668,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0559,STORY-0559,ISSUE-0669,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0560,STORY-0560,ISSUE-0670,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0561,STORY-0561,ISSUE-0671,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0562,STORY-0562,ISSUE-0672,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0563,STORY-0563,ISSUE-0673,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0564,STORY-0564,ISSUE-0674,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0565,STORY-0565,ISSUE-0675,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0566,STORY-0566,ISSUE-0676,SPRINT-001,BC-001,SPEC-001/SPEC-003/SPEC-004,PASS
TASK-0567,STORY-0567,ISSUE-0677,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0568,STORY-0568,ISSUE-0678,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0569,STORY-0569,ISSUE-0679,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0570,STORY-0570,ISSUE-0680,SPRINT-007,BC-006,SPEC-001/SPEC-004,PASS
TASK-0571,STORY-0571,ISSUE-0681,SPRINT-007,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0572,STORY-0572,ISSUE-0682,SPRINT-007,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0573,STORY-0573,ISSUE-0683,SPRINT-007,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0574,STORY-0574,ISSUE-0684,SPRINT-007,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0575,STORY-0575,ISSUE-0685,SPRINT-007,BC-006,SPEC-001/SPEC-004,PASS
TASK-0576,STORY-0576,ISSUE-0686,SPRINT-007,BC-006,SPEC-001/SPEC-004,PASS
TASK-0577,STORY-0577,ISSUE-0687,SPRINT-007,BC-006,SPEC-001/SPEC-004,PASS
TASK-0578,STORY-0578,ISSUE-0688,SPRINT-007,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0579,STORY-0579,ISSUE-0689,SPRINT-007,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0580,STORY-0580,ISSUE-0690,SPRINT-007,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0581,STORY-0581,ISSUE-0691,SPRINT-007,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0582,STORY-0582,ISSUE-0692,SPRINT-007,BC-006,SPEC-001/SPEC-004,PASS
TASK-0583,STORY-0583,ISSUE-0693,SPRINT-007,BC-006,SPEC-001/SPEC-004,PASS
TASK-0584,STORY-0584,ISSUE-0694,SPRINT-007,BC-006,SPEC-001/SPEC-004,PASS
TASK-0585,STORY-0585,ISSUE-0695,SPRINT-007,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0586,STORY-0586,ISSUE-0696,SPRINT-007,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0587,STORY-0587,ISSUE-0697,SPRINT-007,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0588,STORY-0588,ISSUE-0698,SPRINT-007,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0589,STORY-0589,ISSUE-0699,SPRINT-007,BC-006,SPEC-001/SPEC-004,PASS
TASK-0590,STORY-0590,ISSUE-0700,SPRINT-007,BC-006,SPEC-001/SPEC-004,PASS
TASK-0591,STORY-0591,ISSUE-0701,SPRINT-007,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0592,STORY-0592,ISSUE-0702,SPRINT-007,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0593,STORY-0593,ISSUE-0703,SPRINT-007,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0594,STORY-0594,ISSUE-0704,SPRINT-007,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0595,STORY-0595,ISSUE-0705,SPRINT-007,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0596,STORY-0596,ISSUE-0706,SPRINT-007,BC-006,SPEC-001/SPEC-004,PASS
TASK-0597,STORY-0597,ISSUE-0707,SPRINT-007,BC-006,SPEC-001/SPEC-004,PASS
TASK-0598,STORY-0598,ISSUE-0708,SPRINT-007,BC-006,SPEC-001/SPEC-004,PASS
TASK-0599,STORY-0599,ISSUE-0709,SPRINT-007,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0600,STORY-0600,ISSUE-0710,SPRINT-007,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0601,STORY-0601,ISSUE-0711,SPRINT-007,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0602,STORY-0602,ISSUE-0712,SPRINT-007,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0603,STORY-0603,ISSUE-0713,SPRINT-007,BC-006,SPEC-001/SPEC-004,PASS
TASK-0604,STORY-0604,ISSUE-0714,SPRINT-007,BC-006,SPEC-001/SPEC-004,PASS
TASK-0605,STORY-0605,ISSUE-0715,SPRINT-007,BC-008,SPEC-001/SPEC-004,PASS
TASK-0606,STORY-0606,ISSUE-0716,SPRINT-007,BC-008,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0607,STORY-0607,ISSUE-0717,SPRINT-007,BC-008,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0608,STORY-0608,ISSUE-0718,SPRINT-007,BC-008,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0609,STORY-0609,ISSUE-0719,SPRINT-007,BC-008,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0610,STORY-0610,ISSUE-0720,SPRINT-007,BC-008,SPEC-001/SPEC-004,PASS
TASK-0611,STORY-0611,ISSUE-0721,SPRINT-007,BC-008,SPEC-001/SPEC-004,PASS
TASK-0612,STORY-0612,ISSUE-0722,SPRINT-008,BC-008,SPEC-001/SPEC-004,PASS
TASK-0613,STORY-0613,ISSUE-0723,SPRINT-008,BC-008,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0614,STORY-0614,ISSUE-0724,SPRINT-008,BC-008,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0615,STORY-0615,ISSUE-0725,SPRINT-008,BC-008,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0616,STORY-0616,ISSUE-0726,SPRINT-008,BC-008,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0617,STORY-0617,ISSUE-0727,SPRINT-008,BC-008,SPEC-001/SPEC-004,PASS
TASK-0618,STORY-0618,ISSUE-0728,SPRINT-008,BC-008,SPEC-001/SPEC-004,PASS
TASK-0619,STORY-0619,ISSUE-0729,SPRINT-008,BC-008,SPEC-001/SPEC-002/SPEC-004,PASS
TASK-0620,STORY-0620,ISSUE-0730,SPRINT-008,BC-008,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0621,STORY-0621,ISSUE-0731,SPRINT-008,BC-008,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0622,STORY-0622,ISSUE-0732,SPRINT-008,BC-008,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0623,STORY-0623,ISSUE-0733,SPRINT-008,BC-008,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0624,STORY-0624,ISSUE-0734,SPRINT-008,BC-008,SPEC-001/SPEC-004,PASS
TASK-0625,STORY-0625,ISSUE-0735,SPRINT-008,BC-008,SPEC-001/SPEC-004,PASS
TASK-0626,STORY-0626,ISSUE-0736,SPRINT-008,BC-008,SPEC-001/SPEC-004,PASS
TASK-0627,STORY-0627,ISSUE-0737,SPRINT-008,BC-008,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0628,STORY-0628,ISSUE-0738,SPRINT-008,BC-008,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0629,STORY-0629,ISSUE-0739,SPRINT-008,BC-008,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0630,STORY-0630,ISSUE-0740,SPRINT-008,BC-008,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0631,STORY-0631,ISSUE-0741,SPRINT-008,BC-008,SPEC-001/SPEC-004,PASS
TASK-0632,STORY-0632,ISSUE-0742,SPRINT-008,BC-008,SPEC-001/SPEC-004,PASS
TASK-0633,STORY-0633,ISSUE-0743,SPRINT-008,BC-008,SPEC-001/SPEC-004,PASS
TASK-0634,STORY-0634,ISSUE-0744,SPRINT-008,BC-008,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0635,STORY-0635,ISSUE-0745,SPRINT-008,BC-008,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0636,STORY-0636,ISSUE-0746,SPRINT-008,BC-008,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0637,STORY-0637,ISSUE-0747,SPRINT-008,BC-008,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0638,STORY-0638,ISSUE-0748,SPRINT-008,BC-008,SPEC-001/SPEC-004,PASS
TASK-0639,STORY-0639,ISSUE-0749,SPRINT-008,BC-008,SPEC-001/SPEC-004,PASS
TASK-0640,STORY-0640,ISSUE-0750,SPRINT-008,BC-008,SPEC-001/SPEC-004,PASS
TASK-0641,STORY-0641,ISSUE-0751,SPRINT-008,BC-008,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0642,STORY-0642,ISSUE-0752,SPRINT-008,BC-008,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0643,STORY-0643,ISSUE-0753,SPRINT-008,BC-008,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0644,STORY-0644,ISSUE-0754,SPRINT-008,BC-008,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0645,STORY-0645,ISSUE-0755,SPRINT-008,BC-008,SPEC-001/SPEC-004,PASS
TASK-0646,STORY-0646,ISSUE-0756,SPRINT-008,BC-008,SPEC-001/SPEC-004,PASS
TASK-0647,STORY-0647,ISSUE-0757,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0648,STORY-0648,ISSUE-0758,SPRINT-004,BC-010,SPEC-001/SPEC-003/SPEC-004,PASS
TASK-0649,STORY-0649,ISSUE-0759,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0650,STORY-0650,ISSUE-0760,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0651,STORY-0651,ISSUE-0761,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0652,STORY-0652,ISSUE-0762,SPRINT-004,BC-010,SPEC-001/SPEC-003/SPEC-004,PASS
TASK-0653,STORY-0653,ISSUE-0763,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0654,STORY-0654,ISSUE-0764,SPRINT-010,BC-013,SPEC-001/SPEC-003/SPEC-004/SPEC-005,PASS
TASK-0655,STORY-0655,ISSUE-0765,SPRINT-010,BC-013,SPEC-001/SPEC-003/SPEC-004/SPEC-005,PASS
TASK-0656,STORY-0656,ISSUE-0766,SPRINT-010,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0657,STORY-0657,ISSUE-0767,SPRINT-010,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0658,STORY-0658,ISSUE-0768,SPRINT-010,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0659,STORY-0659,ISSUE-0769,SPRINT-010,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0660,STORY-0660,ISSUE-0770,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0661,STORY-0661,ISSUE-0771,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0662,STORY-0662,ISSUE-0772,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0663,STORY-0663,ISSUE-0773,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0664,STORY-0664,ISSUE-0774,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0665,STORY-0665,ISSUE-0775,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0666,STORY-0666,ISSUE-0776,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0667,STORY-0667,ISSUE-0777,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0668,STORY-0668,ISSUE-0778,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0669,STORY-0669,ISSUE-0779,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0670,STORY-0670,ISSUE-0780,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0671,STORY-0671,ISSUE-0781,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0672,STORY-0672,ISSUE-0782,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0673,STORY-0673,ISSUE-0783,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0674,STORY-0674,ISSUE-0784,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0675,STORY-0675,ISSUE-0785,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0676,STORY-0676,ISSUE-0786,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0677,STORY-0677,ISSUE-0787,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0678,STORY-0678,ISSUE-0788,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0679,STORY-0679,ISSUE-0789,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0680,STORY-0680,ISSUE-0790,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0681,STORY-0681,ISSUE-0791,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0682,STORY-0682,ISSUE-0792,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0683,STORY-0683,ISSUE-0793,SPRINT-001,BC-001,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0684,STORY-0684,ISSUE-0794,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0685,STORY-0685,ISSUE-0795,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0686,STORY-0686,ISSUE-0796,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0687,STORY-0687,ISSUE-0797,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0688,STORY-0688,ISSUE-0798,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0689,STORY-0689,ISSUE-0799,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0690,STORY-0690,ISSUE-0800,SPRINT-001,BC-001,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0691,STORY-0691,ISSUE-0801,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0692,STORY-0692,ISSUE-0802,SPRINT-001,BC-001,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0693,STORY-0693,ISSUE-0803,SPRINT-001,BC-001,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0694,STORY-0694,ISSUE-0804,SPRINT-001,BC-001,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0695,STORY-0695,ISSUE-0805,SPRINT-001,BC-001,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0696,STORY-0696,ISSUE-0806,SPRINT-001,BC-001,SPEC-001/SPEC-003/SPEC-004/SPEC-005,PASS
TASK-0697,STORY-0697,ISSUE-0807,SPRINT-001,BC-001,SPEC-001/SPEC-003/SPEC-004,PASS
TASK-0698,STORY-0698,ISSUE-0808,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0699,STORY-0699,ISSUE-0809,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0700,STORY-0700,ISSUE-0810,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0701,STORY-0701,ISSUE-0811,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0702,STORY-0702,ISSUE-0812,SPRINT-001,BC-001,SPEC-001/SPEC-003/SPEC-004,PASS
TASK-0703,STORY-0703,ISSUE-0813,SPRINT-001,BC-001,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0704,STORY-0704,ISSUE-0814,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0705,STORY-0705,ISSUE-0815,SPRINT-001,BC-001,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0706,STORY-0706,ISSUE-0816,SPRINT-001,BC-001,SPEC-001/SPEC-003/SPEC-004,PASS
TASK-0707,STORY-0707,ISSUE-0817,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0708,STORY-0708,ISSUE-0818,SPRINT-001,BC-001,SPEC-001/SPEC-003/SPEC-004,PASS
TASK-0709,STORY-0709,ISSUE-0819,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0710,STORY-0710,ISSUE-0820,SPRINT-001,BC-001,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0711,STORY-0711,ISSUE-0821,SPRINT-001,BC-001,SPEC-001/SPEC-003/SPEC-004/SPEC-005,PASS
TASK-0712,STORY-0712,ISSUE-0822,SPRINT-002,BC-002,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0713,STORY-0713,ISSUE-0823,SPRINT-002,BC-002,SPEC-001/SPEC-004,PASS
TASK-0714,STORY-0714,ISSUE-0824,SPRINT-002,BC-002,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0715,STORY-0715,ISSUE-0825,SPRINT-002,BC-002,SPEC-001/SPEC-004,PASS
TASK-0716,STORY-0716,ISSUE-0826,SPRINT-002,BC-002,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0717,STORY-0717,ISSUE-0827,SPRINT-002,BC-002,SPEC-001/SPEC-004,PASS
TASK-0718,STORY-0718,ISSUE-0828,SPRINT-002,BC-003,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0719,STORY-0719,ISSUE-0829,SPRINT-002,BC-003,SPEC-001/SPEC-004,PASS
TASK-0720,STORY-0720,ISSUE-0830,SPRINT-002,BC-003,SPEC-001/SPEC-004,PASS
TASK-0721,STORY-0721,ISSUE-0831,SPRINT-003,BC-010,SPEC-001/SPEC-003/SPEC-004,PASS
TASK-0722,STORY-0722,ISSUE-0832,SPRINT-003,BC-010,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0723,STORY-0723,ISSUE-0833,SPRINT-005,BC-007,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0724,STORY-0724,ISSUE-0834,SPRINT-005,BC-007,SPEC-001/SPEC-003/SPEC-004/SPEC-005,PASS
TASK-0725,STORY-0725,ISSUE-0835,SPRINT-005,BC-005,SPEC-001/SPEC-003/SPEC-004/SPEC-005,PASS
TASK-0726,STORY-0726,ISSUE-0836,SPRINT-005,BC-005,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0727,STORY-0727,ISSUE-0837,SPRINT-005,BC-005,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0728,STORY-0728,ISSUE-0838,SPRINT-005,BC-005,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0729,STORY-0729,ISSUE-0839,SPRINT-005,BC-007,SPEC-001/SPEC-003/SPEC-004/SPEC-005,PASS
TASK-0730,STORY-0730,ISSUE-0840,SPRINT-005,BC-007,SPEC-001/SPEC-004/SPEC-005,PASS
