requirement_id,type,priority,owner,governing_adrs,linked_epics,evidence_or_test,conflict,redundancy,missing,impossible,status
REQ-OBS-001,NAO_FUNCIONAL,P1,ADR-054,ADR-002/ADR-018/ADR-036/ADR-054,EPIC-039,telemetry_contract,NONE,NONE,NO,NO,PASS
REQ-OBS-002,NAO_FUNCIONAL,P1,ADR-054,ADR-002/ADR-018/ADR-036/ADR-034/ADR-046/ADR-039/ADR-047/ADR-054/ADR-053/ADR-026,EPIC-005/EPIC-039,test_opentelemetry_context_propagation_exporter_outage,NONE,NONE,NO,NO,PASS
REQ-OFF-001,NAO_FUNCIONAL,P0,ADR-051,ADR-051/ADR-047/ADR-041/ADR-049,EPIC-058/EPIC-083,test_offline_zero_egress_restricted_allowlist_connected_audit,NONE,NONE,NO,NO,PASS
REQ-OSS-001,GOVERNANCA,P0,GOVERNANCE,ADR-034/ADR-047/ADR-054,EPIC-007/EPIC-042,license_and_dependency_inventory,NONE,NONE,NO,NO,PASS
REQ-OUT-001,FUNCIONAL,P0,ADR-041,ADR-018/ADR-039/ADR-041/ADR-050,EPIC-040/EPIC-044,test_native_resolution_policy_resampling_ratio,NONE,NONE,NO,NO,PASS
REQ-PLN-001,FUNCIONAL,P1,DELIVERY_PLAN,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-002/EPIC-110,test_roadmap_horizons_outcomes_gates_and_date_exception,NONE,NONE,NO,NO,PASS
REQ-PLN-002,FUNCIONAL,P1,DELIVERY_PLAN,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-002/EPIC-110,test_layered_milestones_gate_release_mapping,NONE,NONE,NO,NO,PASS
REQ-PLN-003,FUNCIONAL,P1,DELIVERY_PLAN,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-002/EPIC-110,test_sequence_gates_dependencies_priority_override_audit,NONE,NONE,NO,NO,PASS
REQ-PLN-004,FUNCIONAL,P1,DELIVERY_PLAN,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-002/EPIC-110,test_critical_enablers_uncertain_dependencies_and_risk_buffers,NONE,NONE,NO,NO,PASS
REQ-PLN-005,NAO_FUNCIONAL,P0,DELIVERY_PLAN,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-002/EPIC-110,test_wip_class_limits_global_cap_and_emergency_reserve,NONE,NONE,NO,NO,PASS
REQ-PLN-006,NAO_FUNCIONAL,P1,DELIVERY_PLAN,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-002/EPIC-110,test_capacity_ranges_availability_throughput_and_no_deadline_conversion,NONE,NONE,NO,NO,PASS
REQ-PLN-007,FUNCIONAL,P1,DELIVERY_PLAN,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-002/EPIC-110,test_pull_iteration_objective_and_carryover_reason_classification,NONE,NONE,NO,NO,PASS
REQ-PLN-008,FUNCIONAL,P1,DELIVERY_PLAN,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-002/EPIC-110,test_accountable_owner_collaborator_reviewer_and_gate_approver,NONE,NONE,NO,NO,PASS
REQ-PLN-009,FUNCIONAL,P1,DELIVERY_PLAN,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-002/EPIC-110,test_cross_domain_contract_checkpoint_and_walking_skeleton_integration,NONE,NONE,NO,NO,PASS
REQ-PLN-010,FUNCIONAL,P1,DELIVERY_PLAN,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-002/EPIC-110,test_versioned_reforecast_snapshot_variance_classification_and_delta_report,NONE,NONE,NO,NO,PASS
REQ-PRJ-001,FUNCIONAL,P0,GITHUB_OPERATING_MODEL,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-002/EPIC-110,test_issue_type_forms,NONE,NONE,NO,NO,PASS
REQ-PRJ-002,FUNCIONAL,P0,GITHUB_OPERATING_MODEL,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-002/EPIC-110,test_mandatory_core_type_fields,NONE,NONE,NO,NO,PASS
REQ-PRJ-003,FUNCIONAL,P1,GITHUB_OPERATING_MODEL,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-002/EPIC-110,test_single_parent_limited_hierarchy,NONE,NONE,NO,NO,PASS
REQ-PRJ-004,FUNCIONAL,P0,GITHUB_OPERATING_MODEL,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-002/EPIC-110,test_canonical_workflow_transitions,NONE,NONE,NO,NO,PASS
REQ-PRJ-005,FUNCIONAL,P0,GITHUB_OPERATING_MODEL,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-002/EPIC-110,test_definition_of_ready_gate,NONE,NONE,NO,NO,PASS
REQ-PRJ-006,FUNCIONAL,P0,GITHUB_OPERATING_MODEL,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-002/EPIC-110,test_evidence_based_definition_of_done,NONE,NONE,NO,NO,PASS
REQ-PRJ-007,FUNCIONAL,P1,GITHUB_OPERATING_MODEL,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-002/EPIC-110,test_typed_dependency_cycle_detection,NONE,NONE,NO,NO,PASS
REQ-PRJ-008,FUNCIONAL,P1,GITHUB_OPERATING_MODEL,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-002/EPIC-110,test_derived_priority_dimensions,NONE,NONE,NO,NO,PASS
REQ-PRJ-009,FUNCIONAL,P1,GITHUB_OPERATING_MODEL,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-002/EPIC-110,test_relative_size_uncertainty_split,NONE,NONE,NO,NO,PASS
REQ-PRJ-010,FUNCIONAL,P0,GITHUB_OPERATING_MODEL,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-002/EPIC-110,test_guarded_project_automation,NONE,NONE,NO,NO,PASS
REQ-PRM-001,FUNCIONAL,P1,GITHUB_OPERATING_MODEL,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-002/EPIC-110,test_portfolio_materialization_decision_01,NONE,NONE,NO,NO,PASS
REQ-PRM-002,FUNCIONAL,P1,GITHUB_OPERATING_MODEL,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-002/EPIC-110,test_portfolio_materialization_decision_02,NONE,NONE,NO,NO,PASS
REQ-PRM-003,FUNCIONAL,P1,GITHUB_OPERATING_MODEL,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-002/EPIC-110,test_portfolio_materialization_decision_03,NONE,NONE,NO,NO,PASS
REQ-PRM-004,FUNCIONAL,P1,GITHUB_OPERATING_MODEL,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-002/EPIC-110,test_portfolio_materialization_decision_04,NONE,NONE,NO,NO,PASS
REQ-PRM-005,FUNCIONAL,P1,GITHUB_OPERATING_MODEL,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-002/EPIC-110,test_portfolio_materialization_decision_05,NONE,NONE,NO,NO,PASS
REQ-PRM-006,FUNCIONAL,P1,GITHUB_OPERATING_MODEL,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-002/EPIC-110,test_portfolio_materialization_decision_06,NONE,NONE,NO,NO,PASS
REQ-PRM-007,FUNCIONAL,P1,GITHUB_OPERATING_MODEL,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-002/EPIC-110,test_portfolio_materialization_decision_07,NONE,NONE,NO,NO,PASS
REQ-PRM-008,FUNCIONAL,P0,GITHUB_OPERATING_MODEL,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-002/EPIC-110,test_portfolio_materialization_decision_08,NONE,NONE,NO,NO,PASS
REQ-PRM-009,FUNCIONAL,P1,GITHUB_OPERATING_MODEL,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-002/EPIC-110,test_portfolio_materialization_decision_09,NONE,NONE,NO,NO,PASS
REQ-PRM-010,FUNCIONAL,P1,GITHUB_OPERATING_MODEL,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-002/EPIC-110,test_portfolio_materialization_decision_10,NONE,NONE,NO,NO,PASS
REQ-PROV-001,FUNCIONAL,P0,ADR-018,ADR-051/ADR-018/ADR-036/ADR-046/ADR-039/ADR-047/ADR-048/ADR-027/ADR-041/ADR-050/ADR-053/ADR-026,EPIC-037/EPIC-049,test_manifest_lineage_reproduction_bundle,NONE,NONE,NO,NO,PASS
REQ-PRV-001,NAO_FUNCIONAL,P0,ADR-027,ADR-002/ADR-018/ADR-039/ADR-048/ADR-027/ADR-041/ADR-026,EPIC-012/EPIC-013,retention_deletion_restore,NONE,NONE,NO,NO,PASS
REQ-PUB-002,FUNCIONAL,P0,GOVERNANCE,ADR-002/ADR-034/ADR-047/ADR-054,EPIC-007/EPIC-091,test_contribution_origin_dco_signoff_and_inbound_outbound_policy,NONE,NONE,NO,NO,PASS
REQ-PUB-003,FUNCIONAL,P0,ADR-047,ADR-051/ADR-047/ADR-041/ADR-049,EPIC-058/EPIC-060/EPIC-061,test_provider_policy_manifest_asset_license_record_expiry_attribution_and_fail_closed_acquisition,NONE,NONE,NO,NO,PASS
REQ-PUB-004,FUNCIONAL,P1,CITATION_POLICY,ADR-034/ADR-047/ADR-054/ADR-053/ADR-026,EPIC-042/EPIC-089,test_citation_cff_codemeta_authors_notices_release_digest_and_doi_consistency,NONE,NONE,NO,NO,PASS
REQ-QUAL-001,FUNCIONAL,P0,ADR-046,ADR-046/ADR-044/ADR-048/ADR-041/ADR-049/ADR-050/ADR-053,EPIC-024,test_fail_closed_missing_metric_and_critical_gate_rejection,NONE,NONE,NO,NO,PASS
REQ-QUAL-002,FUNCIONAL,P0,ADR-046,ADR-018/ADR-046/ADR-039/ADR-044/ADR-048/ADR-041/ADR-049/ADR-050/ADR-053/ADR-026,EPIC-024/EPIC-037,test_quality_profile_metric_threshold_gate_lineage,NONE,NONE,NO,NO,PASS
REQ-QUAL-003,FUNCIONAL,P0,ADR-046,ADR-018/ADR-046/ADR-039/ADR-044/ADR-048/ADR-041/ADR-049/ADR-050/ADR-053/ADR-026,EPIC-024/EPIC-034/EPIC-037,test_input_output_deformation_profile_and_heatmap,NONE,NONE,NO,NO,PASS
REQ-QUAL-004,FUNCIONAL,P0,ADR-046,ADR-046/ADR-044/ADR-048/ADR-041/ADR-049/ADR-050/ADR-053,EPIC-024/EPIC-025,test_quality_profile_immutable_version_hash_calibration_clone,NONE,NONE,NO,NO,PASS
REQ-QUAL-005,FUNCIONAL,P0,ADR-046,ADR-046/ADR-039/ADR-048,EPIC-034/EPIC-038,test_deformation_summary_heatmap_dense_consistency,NONE,NONE,NO,NO,PASS
REQ-RAS-001,CONTRATO,P0,ADR-041,ADR-018/ADR-044/ADR-041,EPIC-044/EPIC-045/EPIC-093,test_nodata_alpha_coverage_analysis_mask_separation,NONE,NONE,NO,NO,PASS
REQ-RAS-002,CONTRATO,P1,ADR-041,ADR-018/ADR-041,EPIC-044/EPIC-097,test_output_grid_extent_alignment_pixel_anchor_and_no_half_pixel_shift,NONE,NONE,NO,NO,PASS
REQ-RAS-003,CONTRATO,P1,ADR-041,ADR-046/ADR-044/ADR-048/ADR-041/ADR-049/ADR-050/ADR-053,EPIC-024/EPIC-097,test_resolution_native_information_jacobian_limits_and_no_false_superresolution,NONE,NONE,NO,NO,PASS
REQ-RAS-004,CONTRATO,P1,ADR-041,ADR-041/ADR-049,EPIC-095/EPIC-097,test_resampling_kernel_by_band_content_scale_and_mask_integrity,NONE,NONE,NO,NO,PASS
REQ-RAS-005,CONTRATO,P1,ADR-041,ADR-051/ADR-018/ADR-041/ADR-049,EPIC-046/EPIC-097,test_cog_grid_metadata_overviews_validity_roundtrip_and_atomic_publication,NONE,NONE,NO,NO,PASS
REQ-REF-001,FUNCIONAL,P0,ADR-044,ADR-046/ADR-044/ADR-048/ADR-041/ADR-049/ADR-050/ADR-053,EPIC-024/EPIC-053,test_disjoint_components_no_forced_edge_per_image_sgv,NONE,NONE,NO,NO,PASS
REQ-REF-002,FUNCIONAL,P0,ADR-044,ADR-046/ADR-044/ADR-048/ADR-041/ADR-049/ADR-050/ADR-053,EPIC-024/EPIC-056,test_direct_edge_evidence_and_independent_dependent_sgv,NONE,NONE,NO,NO,PASS
REQ-RES-001,FUNCIONAL,P0,ADR-039,ADR-039/ADR-044/ADR-041/ADR-049/ADR-050,EPIC-019/EPIC-040,test_resource_governor_admission_pressure_adaptation,NONE,NONE,NO,NO,PASS
REQ-RET-001,NAO_FUNCIONAL,P0,ADR-027,ADR-051/ADR-018/ADR-036/ADR-039/ADR-047/ADR-048/ADR-027/ADR-050/ADR-053,EPIC-049/EPIC-073,test_retention_policy_protected_lineage_hold_dry_run,NONE,NONE,NO,NO,PASS
REQ-REV-003,FUNCIONAL,P0,ADR-048,ADR-051/ADR-018/ADR-036/ADR-046/ADR-044/ADR-047/ADR-048/ADR-027/ADR-041/ADR-049/ADR-050/ADR-053,EPIC-024/EPIC-049/EPIC-062,test_correctionset_new_attempt_full_sgv_immutable_history,NONE,NONE,NO,NO,PASS
REQ-REV-004,FUNCIONAL,P1,ADR-048,ADR-048,EPIC-062/EPIC-064,test_review_queue_explainable_priority_no_bulk_approval,NONE,NONE,NO,NO,PASS
REQ-RMQ-001,FUNCIONAL,P0,ADR-050,ADR-039/ADR-041/ADR-050,EPIC-040/EPIC-103,test_relative_mosaic_resource_preflight_budgets_admission_and_no_quality_relaxation,NONE,NONE,NO,NO,PASS
REQ-RMQ-002,NAO_FUNCIONAL,P0,ADR-050,ADR-051/ADR-018/ADR-036/ADR-047/ADR-048/ADR-027/ADR-050/ADR-053,EPIC-049/EPIC-103,test_persistence_classes_recomputability_lineage_retention_and_resume,NONE,NONE,NO,NO,PASS
REQ-RMQ-003,FUNCIONAL,P1,ADR-050,ADR-049/ADR-050,EPIC-098/EPIC-103,test_virtual_canonical_preview_and_on_demand_tiled_materialization,NONE,NONE,NO,NO,PASS
REQ-RMQ-004,FUNCIONAL,P0,ADR-050,ADR-039/ADR-054/ADR-050/ADR-026,EPIC-075/EPIC-103,test_quota_pinning_dependency_aware_eviction_dry_run_and_recompute_plan,NONE,NONE,NO,NO,PASS
REQ-RMR-001,FUNCIONAL,P1,ADR-050,ADR-018/ADR-046/ADR-039/ADR-048/ADR-041/ADR-050/ADR-053/ADR-026,EPIC-037/EPIC-102,test_relative_mosaic_report_snapshots_current_view_and_history,NONE,NONE,NO,NO,PASS
REQ-RMR-002,FUNCIONAL,P1,ADR-050,ADR-002/ADR-044/ADR-049/ADR-050,EPIC-032/EPIC-102,test_multiscale_graph_raster_source_heatmap_lod_and_incremental_loading,NONE,NONE,NO,NO,PASS
REQ-RMR-003,FUNCIONAL,P1,ADR-050,ADR-018/ADR-046/ADR-039/ADR-048/ADR-041/ADR-050/ADR-053/ADR-026,EPIC-037/EPIC-102,test_layered_summary_technical_visual_reproducibility_export_profiles,NONE,NONE,NO,NO,PASS
REQ-RMR-004,FUNCIONAL,P1,ADR-050,ADR-049/ADR-050,EPIC-098/EPIC-102,test_hierarchical_tile_region_provenance_and_dense_on_demand_limits,NONE,NONE,NO,NO,PASS
REQ-RMV-001,FUNCIONAL,P0,ADR-050,ADR-046/ADR-044/ADR-048/ADR-041/ADR-049/ADR-050/ADR-053,EPIC-024/EPIC-101,test_relative_mosaic_quality_profile_independent_hard_and_reviewable_gates,NONE,NONE,NO,NO,PASS
REQ-RMV-002,FUNCIONAL,P0,ADR-050,ADR-046/ADR-044/ADR-048/ADR-041/ADR-049/ADR-050/ADR-053,EPIC-024/EPIC-101,test_cycle_basis_budgeted_long_cycle_sampling_drift_percentiles_and_localization,NONE,NONE,NO,NO,PASS
REQ-RMV-003,FUNCIONAL,P0,ADR-050,ADR-044/ADR-050,EPIC-056/EPIC-101,test_bridge_articulation_leverage_removal_sensitivity_and_component_split,NONE,NONE,NO,NO,PASS
REQ-RMV-004,FUNCIONAL,P0,ADR-050,ADR-049/ADR-050,EPIC-099/EPIC-101,test_relative_component_promotion_lifecycle_and_no_image_acceptance_transfer,NONE,NONE,NO,NO,PASS
REQ-RUN-001,CONTRATO,P1,AP-002,ADR-051/ADR-002/ADR-018/ADR-034/ADR-039/ADR-044/ADR-048/ADR-027/ADR-041/ADR-026,EPIC-002/EPIC-004/EPIC-012/EPIC-031,test_req_run_001,NONE,NONE,NO,NO,PASS
REQ-RUN-002,CONTRATO,P1,AP-002,ADR-051/ADR-002/ADR-018/ADR-034/ADR-039/ADR-044/ADR-048/ADR-027/ADR-041/ADR-026,EPIC-002/EPIC-004/EPIC-012/EPIC-031,test_req_run_002,NONE,NONE,NO,NO,PASS
REQ-RUN-003,CONTRATO,P1,AP-002,ADR-051/ADR-002/ADR-018/ADR-034/ADR-039/ADR-044/ADR-048/ADR-027/ADR-041/ADR-026,EPIC-002/EPIC-004/EPIC-012/EPIC-031,test_req_run_003,NONE,NONE,NO,NO,PASS
REQ-RUN-004,CONTRATO,P0,AP-002,ADR-051/ADR-002/ADR-018/ADR-034/ADR-039/ADR-044/ADR-048/ADR-027/ADR-041/ADR-026,EPIC-002/EPIC-004/EPIC-012/EPIC-031,test_req_run_004,NONE,NONE,NO,NO,PASS
REQ-RUN-005,CONTRATO,P1,AP-002,ADR-051/ADR-002/ADR-018/ADR-034/ADR-039/ADR-044/ADR-048/ADR-027/ADR-041/ADR-026,EPIC-002/EPIC-004/EPIC-012/EPIC-031,test_req_run_005,NONE,NONE,NO,NO,PASS
REQ-RUN-006,CONTRATO,P1,AP-002,ADR-051/ADR-002/ADR-018/ADR-034/ADR-039/ADR-044/ADR-048/ADR-027/ADR-041/ADR-026,EPIC-002/EPIC-004/EPIC-012/EPIC-031,test_req_run_006,NONE,NONE,NO,NO,PASS
REQ-RUN-007,CONTRATO,P1,AP-002,ADR-051/ADR-002/ADR-018/ADR-034/ADR-039/ADR-044/ADR-048/ADR-027/ADR-041/ADR-026,EPIC-002/EPIC-004/EPIC-012/EPIC-031,test_req_run_007,NONE,NONE,NO,NO,PASS
REQ-RUN-008,CONTRATO,P1,AP-002,ADR-051/ADR-002/ADR-018/ADR-034/ADR-039/ADR-044/ADR-048/ADR-027/ADR-041/ADR-026,EPIC-002/EPIC-004/EPIC-012/EPIC-031,test_req_run_008,NONE,NONE,NO,NO,PASS
REQ-RUN-009,CONTRATO,P1,AP-002,ADR-051/ADR-002/ADR-018/ADR-034/ADR-039/ADR-044/ADR-048/ADR-027/ADR-041/ADR-026,EPIC-002/EPIC-004/EPIC-012/EPIC-031,test_req_run_009,NONE,NONE,NO,NO,PASS
REQ-RUN-010,CONTRATO,P0,AP-002,ADR-051/ADR-002/ADR-018/ADR-034/ADR-039/ADR-044/ADR-048/ADR-027/ADR-041/ADR-026,EPIC-002/EPIC-004/EPIC-012/EPIC-031,test_req_run_010,NONE,NONE,NO,NO,PASS
REQ-RUNTIME-001,CONTRATO,P1,ISSUE_CATALOG,ADR-051/ADR-002/ADR-018/ADR-034/ADR-044/ADR-041/ADR-026,EPIC-002/EPIC-004,test_runtime_decision_1,NONE,NONE,NO,NO,PASS
REQ-RUNTIME-002,CONTRATO,P1,ADR-002,ADR-051/ADR-002/ADR-018/ADR-036/ADR-034/ADR-044/ADR-041/ADR-026,EPIC-002/EPIC-004/EPIC-014,test_runtime_decision_2,NONE,NONE,NO,NO,PASS
REQ-RUNTIME-003,CONTRATO,P0,ADR-002,ADR-051/ADR-002/ADR-018/ADR-034/ADR-044/ADR-041/ADR-026,EPIC-004,test_runtime_decision_3,NONE,NONE,NO,NO,PASS
REQ-RUNTIME-004,CONTRATO,P1,ADR-034,ADR-051/ADR-002/ADR-018/ADR-034/ADR-044/ADR-041/ADR-026,EPIC-004/EPIC-078,test_runtime_decision_4,NONE,NONE,NO,NO,PASS
REQ-RUNTIME-005,CONTRATO,P1,ADR-018,ADR-002/ADR-018/ADR-039/ADR-048/ADR-027/ADR-041/ADR-026,EPIC-012/EPIC-013,test_runtime_decision_5,NONE,NONE,NO,NO,PASS
REQ-RUNTIME-006,CONTRATO,P1,ADR-002,ADR-051/ADR-002/ADR-018/ADR-028/ADR-034/ADR-044/ADR-054/ADR-041/ADR-026,EPIC-004/EPIC-011,test_runtime_decision_6,NONE,NONE,NO,NO,PASS
REQ-RUNTIME-007,CONTRATO,P1,ADR-002,ADR-051/ADR-002/ADR-018/ADR-028/ADR-034/ADR-044/ADR-054/ADR-041/ADR-026,EPIC-004/EPIC-011,test_runtime_decision_7,NONE,NONE,NO,NO,PASS
REQ-RUNTIME-008,CONTRATO,P1,ADR-002,ADR-051/ADR-002/ADR-018/ADR-034/ADR-044/ADR-041/ADR-026,EPIC-004/EPIC-031,test_runtime_decision_8,NONE,NONE,NO,NO,PASS
REQ-RUNTIME-009,NAO_FUNCIONAL,P1,ADR-054,ADR-002/ADR-018/ADR-036/ADR-034/ADR-039/ADR-054,EPIC-039/EPIC-076,test_runtime_decision_9,NONE,NONE,NO,NO,PASS
REQ-RUNTIME-010,CONTRATO,P1,ADR-002,ADR-002/ADR-018/ADR-028/ADR-036/ADR-054,EPIC-011/EPIC-039,test_runtime_decision_10,NONE,NONE,NO,NO,PASS
REQ-SCH-001,FUNCIONAL,P0,ADR-039,ADR-039/ADR-044/ADR-049,EPIC-019/EPIC-068,test_class_aware_weighted_fair_scheduler_aging_and_no_starvation,NONE,NONE,NO,NO,PASS
REQ-SCH-002,FUNCIONAL,P0,ADR-039,ADR-036/ADR-039/ADR-048/ADR-049,EPIC-018/EPIC-068,test_hierarchical_dag_chunk_limits_backpressure_leases_and_safe_boundaries,NONE,NONE,NO,NO,PASS
REQ-SCH-003,FUNCIONAL,P0,ADR-039,ADR-051/ADR-039/ADR-044/ADR-053,EPIC-050/EPIC-068/EPIC-082,test_device_aware_gpu_leases_vram_budgets_model_residency_and_explicit_fallback,NONE,NONE,NO,NO,PASS
REQ-SCH-004,FUNCIONAL,P0,ADR-039,ADR-039/ADR-041/ADR-050,EPIC-040/EPIC-068,test_policy_quotas_reservations_circuit_breakers_containment_and_effective_priority_audit,NONE,NONE,NO,NO,PASS
REQ-SCL-001,FUNCIONAL,P0,ADR-039,ADR-036/ADR-039/ADR-044/ADR-048/ADR-041/ADR-049/ADR-050,EPIC-018/EPIC-019/EPIC-040,test_batches_40_100_300_memory_checkpoint_backpressure,NONE,NONE,NO,NO,PASS
REQ-SCL-002,FUNCIONAL,P0,ADR-048;ADR-039,ADR-018/ADR-046/ADR-039/ADR-048/ADR-041/ADR-050/ADR-053/ADR-026,EPIC-034/EPIC-037,test_server_pagination_filter_stream_export,NONE,NONE,NO,NO,PASS
REQ-SCM-001,FUNCIONAL,P0,ADR-026,ADR-051/ADR-002/ADR-018/ADR-034/ADR-044/ADR-041/ADR-026,EPIC-004/EPIC-105,test_versioned_schema_registry_reader_writer_compatibility_window_and_unknown_major_rejection,NONE,NONE,NO,NO,PASS
REQ-SCM-002,FUNCIONAL,P0,ADR-026,ADR-002/ADR-018/ADR-039/ADR-048/ADR-027/ADR-041/ADR-026,EPIC-012/EPIC-106,test_expand_migrate_contract_chunked_backfill_resume_invariants_and_irreversibility,NONE,NONE,NO,NO,PASS
REQ-SCM-003,FUNCIONAL,P0,ADR-026,ADR-018/ADR-046/ADR-039/ADR-048/ADR-041/ADR-050/ADR-053/ADR-026,EPIC-037/EPIC-105,test_immutable_artifact_read_adapters_lineage_preserving_rematerialization_and_supersession,NONE,NONE,NO,NO,PASS
REQ-SCM-004,NAO_FUNCIONAL,P0,ADR-026,ADR-027/ADR-026,EPIC-071/EPIC-072/EPIC-106,test_upgrade_rollback_compatibility_matrix_downgrade_blockers_forward_fix_and_restore,NONE,NONE,NO,NO,PASS
REQ-SCP-001,FUNCIONAL,P0,ADR-047,ADR-046/ADR-044/ADR-047/ADR-041/ADR-053,EPIC-021/EPIC-028,test_cross_decade_corpus_and_no_temporal_hardcode,NONE,NONE,NO,NO,PASS
REQ-SDR-001,FUNCIONAL,P1,ADR-053,ADR-051/ADR-046/ADR-039/ADR-044/ADR-047/ADR-053,EPIC-023/EPIC-028/EPIC-050,test_hierarchical_seeds_rng_inventory_stable_ordering_and_checkpoint_compatibility,NONE,NONE,NO,NO,PASS
REQ-SDR-002,FUNCIONAL,P1,ADR-053,ADR-051/ADR-046/ADR-039/ADR-044/ADR-047/ADR-048/ADR-041/ADR-049/ADR-050/ADR-053,EPIC-024/EPIC-028/EPIC-050,test_tiered_cpu_gpu_runner_numerical_decision_and_artifact_equivalence,NONE,NONE,NO,NO,PASS
REQ-SDR-003,NAO_FUNCIONAL,P1,ADR-053,ADR-051/ADR-046/ADR-039/ADR-044/ADR-047/ADR-053,EPIC-028/EPIC-050/EPIC-082,test_nondeterministic_capability_declaration_repeatability_probes_and_bounded_consensus,NONE,NONE,NO,NO,PASS
REQ-SDR-004,NAO_FUNCIONAL,P1,ADR-053,ADR-051/ADR-018/ADR-036/ADR-046/ADR-039/ADR-047/ADR-048/ADR-027/ADR-041/ADR-050/ADR-053/ADR-026,EPIC-028/EPIC-037/EPIC-049,test_scientific_reproducibility_record_replay_levels_promotion_matrix_and_retention,NONE,NONE,NO,NO,PASS
REQ-SGVCAL-001,NAO_FUNCIONAL,P1,ADR-046,ADR-051/ADR-034/ADR-046/ADR-039/ADR-044/ADR-047/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-005/EPIC-022/EPIC-028,test_req_sgvcal_001,NONE,NONE,NO,NO,PASS
REQ-SGVCAL-002,NAO_FUNCIONAL,P1,ADR-046,ADR-051/ADR-034/ADR-046/ADR-039/ADR-044/ADR-047/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-005/EPIC-022/EPIC-028,test_req_sgvcal_002,NONE,NONE,NO,NO,PASS
REQ-SGVCAL-003,NAO_FUNCIONAL,P1,ADR-046,ADR-051/ADR-034/ADR-046/ADR-039/ADR-044/ADR-047/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-005/EPIC-022/EPIC-028,test_req_sgvcal_003,NONE,NONE,NO,NO,PASS
REQ-SGVCAL-004,NAO_FUNCIONAL,P1,ADR-046,ADR-051/ADR-034/ADR-046/ADR-039/ADR-044/ADR-047/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-005/EPIC-022/EPIC-028,test_req_sgvcal_004,NONE,NONE,NO,NO,PASS
REQ-SGVCAL-005,NAO_FUNCIONAL,P0,ADR-046,ADR-051/ADR-034/ADR-046/ADR-039/ADR-044/ADR-047/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-005/EPIC-022/EPIC-028,test_req_sgvcal_005,NONE,NONE,NO,NO,PASS
REQ-SGVCAL-006,NAO_FUNCIONAL,P1,ADR-046,ADR-051/ADR-034/ADR-046/ADR-039/ADR-044/ADR-047/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-005/EPIC-022/EPIC-028,test_req_sgvcal_006,NONE,NONE,NO,NO,PASS
REQ-SGVCAL-007,NAO_FUNCIONAL,P1,ADR-046,ADR-051/ADR-034/ADR-046/ADR-039/ADR-044/ADR-047/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-005/EPIC-022/EPIC-028,test_req_sgvcal_007,NONE,NONE,NO,NO,PASS
