issue_id,type,status,epic_id,sprint,bounded_context,bounded_context_name,owner_role,file,governing_adrs,criterion_ids,rr_status,ddd_status,phase_f_status,phase_g_status,cto_risk_tier
ISSUE-0380,Implementable story,planned,EPIC-045,SPRINT-005,BC-006,Georreferenciamento,Geoprocessamento,STORY-0270-ISSUE-0380-implementar-o-nucleo-algoritmico-mascara-analitica-adaptativa-preview-corr.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-055,AC-ISSUE-0380-01/AC-ISSUE-0380-02/AC-ISSUE-0380-03/AC-ISSUE-0380-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0381,Implementable story,planned,EPIC-045,SPRINT-005,BC-006,Georreferenciamento,Geoprocessamento,STORY-0271-ISSUE-0381-integrar-ao-processingplan-e-pipeline-mascara-analitica-adaptativa-preview.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-055,AC-ISSUE-0381-01/AC-ISSUE-0381-02/AC-ISSUE-0381-03/AC-ISSUE-0381-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0382,Implementable story,planned,EPIC-045,SPRINT-005,BC-006,Georreferenciamento,Geoprocessamento,STORY-0272-ISSUE-0382-produzir-metricas-diagnostico-e-lineage-mascara-analitica-adaptativa-previ.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-055,AC-ISSUE-0382-01/AC-ISSUE-0382-02/AC-ISSUE-0382-03/AC-ISSUE-0382-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0383,Implementable story,planned,EPIC-045,SPRINT-005,BC-006,Georreferenciamento,QA,STORY-0273-ISSUE-0383-executar-benchmark-negativos-e-regressao-cientifica-mascara-analitica-adap.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-055,AC-ISSUE-0383-01/AC-ISSUE-0383-02/AC-ISSUE-0383-03/AC-ISSUE-0383-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0384,Implementable story,planned,EPIC-045,SPRINT-005,BC-006,Georreferenciamento,Reviewer,STORY-0274-ISSUE-0384-auditar-evidencia-cientifica-e-final-mascara-analitica-adaptativa-preview.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-055,AC-ISSUE-0384-01/AC-ISSUE-0384-02/AC-ISSUE-0384-03/AC-ISSUE-0384-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0385,Implementable story,planned,EPIC-046,SPRINT-005,BC-013,"Artifacts, Proveniência e Lifecycle",Arquiteto,STORY-0275-ISSUE-0385-definir-contrato-cientifico-e-invariantes-artifactset-imutavel-staging-e-p.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-023/ADR-042,AC-ISSUE-0385-01/AC-ISSUE-0385-02/AC-ISSUE-0385-03/AC-ISSUE-0385-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0386,Implementable story,planned,EPIC-046,SPRINT-005,BC-013,"Artifacts, Proveniência e Lifecycle",Geoprocessamento,STORY-0276-ISSUE-0386-preparar-corpus-fixtures-e-representacao-tipada-artifactset-imutavel-stagi.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-009/ADR-023/ADR-040/ADR-041/ADR-042/ADR-043/ADR-049,AC-ISSUE-0386-01/AC-ISSUE-0386-02/AC-ISSUE-0386-03/AC-ISSUE-0386-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0387,Implementable story,planned,EPIC-046,SPRINT-005,BC-013,"Artifacts, Proveniência e Lifecycle",Geoprocessamento,STORY-0277-ISSUE-0387-implementar-o-nucleo-algoritmico-artifactset-imutavel-staging-e-publicacao.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-023/ADR-041/ADR-042/ADR-043/ADR-049,AC-ISSUE-0387-01/AC-ISSUE-0387-02/AC-ISSUE-0387-03/AC-ISSUE-0387-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0388,Implementable story,planned,EPIC-046,SPRINT-005,BC-013,"Artifacts, Proveniência e Lifecycle",Geoprocessamento,STORY-0278-ISSUE-0388-integrar-ao-processingplan-e-pipeline-artifactset-imutavel-staging-e-publi.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-023/ADR-041/ADR-042/ADR-043/ADR-049,AC-ISSUE-0388-01/AC-ISSUE-0388-02/AC-ISSUE-0388-03/AC-ISSUE-0388-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0389,Implementable story,planned,EPIC-046,SPRINT-005,BC-013,"Artifacts, Proveniência e Lifecycle",Geoprocessamento,STORY-0279-ISSUE-0389-produzir-metricas-diagnostico-e-lineage-artifactset-imutavel-staging-e-pub.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-023/ADR-041/ADR-042/ADR-043/ADR-049,AC-ISSUE-0389-01/AC-ISSUE-0389-02/AC-ISSUE-0389-03/AC-ISSUE-0389-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0390,Implementable story,planned,EPIC-046,SPRINT-005,BC-013,"Artifacts, Proveniência e Lifecycle",QA,STORY-0280-ISSUE-0390-executar-benchmark-negativos-e-regressao-cientifica-artifactset-imutavel-s.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-023/ADR-041/ADR-042/ADR-043/ADR-049,AC-ISSUE-0390-01/AC-ISSUE-0390-02/AC-ISSUE-0390-03/AC-ISSUE-0390-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0391,Implementable story,planned,EPIC-046,SPRINT-005,BC-013,"Artifacts, Proveniência e Lifecycle",Reviewer,STORY-0281-ISSUE-0391-auditar-evidencia-cientifica-e-final-artifactset-imutavel-staging-e-public.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-023,AC-ISSUE-0391-01/AC-ISSUE-0391-02/AC-ISSUE-0391-03/AC-ISSUE-0391-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0392,Implementable story,planned,EPIC-047,SPRINT-005,BC-006,Georreferenciamento,Arquiteto,STORY-0282-ISSUE-0392-definir-contrato-cientifico-e-invariantes-matching-coarse-to-fine-tiles-re.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-041/ADR-042/ADR-043/ADR-044,AC-ISSUE-0392-01/AC-ISSUE-0392-02/AC-ISSUE-0392-03/AC-ISSUE-0392-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0393,Implementable story,planned,EPIC-047,SPRINT-005,BC-006,Georreferenciamento,Geoprocessamento,STORY-0283-ISSUE-0393-preparar-corpus-fixtures-e-representacao-tipada-matching-coarse-to-fine-ti.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-044,AC-ISSUE-0393-01/AC-ISSUE-0393-02/AC-ISSUE-0393-03/AC-ISSUE-0393-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0394,Implementable story,planned,EPIC-047,SPRINT-005,BC-006,Georreferenciamento,Geoprocessamento,STORY-0284-ISSUE-0394-implementar-o-nucleo-algoritmico-matching-coarse-to-fine-tiles-reconciliac.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-044,AC-ISSUE-0394-01/AC-ISSUE-0394-02/AC-ISSUE-0394-03/AC-ISSUE-0394-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0395,Implementable story,planned,EPIC-047,SPRINT-005,BC-006,Georreferenciamento,Geoprocessamento,STORY-0285-ISSUE-0395-integrar-ao-processingplan-e-pipeline-matching-coarse-to-fine-tiles-reconc.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-044,AC-ISSUE-0395-01/AC-ISSUE-0395-02/AC-ISSUE-0395-03/AC-ISSUE-0395-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0396,Implementable story,planned,EPIC-047,SPRINT-005,BC-006,Georreferenciamento,Geoprocessamento,STORY-0286-ISSUE-0396-produzir-metricas-diagnostico-e-lineage-matching-coarse-to-fine-tiles-reco.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-044,AC-ISSUE-0396-01/AC-ISSUE-0396-02/AC-ISSUE-0396-03/AC-ISSUE-0396-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0397,Implementable story,planned,EPIC-047,SPRINT-005,BC-006,Georreferenciamento,QA,STORY-0287-ISSUE-0397-executar-benchmark-negativos-e-regressao-cientifica-matching-coarse-to-fin.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-044,AC-ISSUE-0397-01/AC-ISSUE-0397-02/AC-ISSUE-0397-03/AC-ISSUE-0397-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0398,Implementable story,planned,EPIC-047,SPRINT-005,BC-006,Georreferenciamento,Reviewer,STORY-0288-ISSUE-0398-auditar-evidencia-cientifica-e-final-matching-coarse-to-fine-tiles-reconci.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-044,AC-ISSUE-0398-01/AC-ISSUE-0398-02/AC-ISSUE-0398-03/AC-ISSUE-0398-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0399,Implementable story,planned,EPIC-048,SPRINT-005,BC-006,Georreferenciamento,Arquiteto,STORY-0289-ISSUE-0399-definir-contrato-cientifico-e-invariantes-extracao-opcional-de-metadados-m.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-041/ADR-042/ADR-043,AC-ISSUE-0399-01/AC-ISSUE-0399-02/AC-ISSUE-0399-03/AC-ISSUE-0399-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0400,Implementable story,planned,EPIC-048,SPRINT-005,BC-006,Georreferenciamento,Geoprocessamento,STORY-0290-ISSUE-0400-preparar-corpus-fixtures-e-representacao-tipada-extracao-opcional-de-metad.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-040/ADR-041/ADR-042/ADR-043,AC-ISSUE-0400-01/AC-ISSUE-0400-02/AC-ISSUE-0400-03/AC-ISSUE-0400-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0401,Implementable story,planned,EPIC-048,SPRINT-005,BC-006,Georreferenciamento,Geoprocessamento,STORY-0291-ISSUE-0401-implementar-o-nucleo-algoritmico-extracao-opcional-de-metadados-marginais.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,AC-ISSUE-0401-01/AC-ISSUE-0401-02/AC-ISSUE-0401-03/AC-ISSUE-0401-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0402,Implementable story,planned,EPIC-048,SPRINT-005,BC-006,Georreferenciamento,Geoprocessamento,STORY-0292-ISSUE-0402-integrar-ao-processingplan-e-pipeline-extracao-opcional-de-metadados-margi.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,AC-ISSUE-0402-01/AC-ISSUE-0402-02/AC-ISSUE-0402-03/AC-ISSUE-0402-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0403,Implementable story,planned,EPIC-048,SPRINT-005,BC-006,Georreferenciamento,Geoprocessamento,STORY-0293-ISSUE-0403-produzir-metricas-diagnostico-e-lineage-extracao-opcional-de-metadados-mar.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,AC-ISSUE-0403-01/AC-ISSUE-0403-02/AC-ISSUE-0403-03/AC-ISSUE-0403-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0404,Implementable story,planned,EPIC-048,SPRINT-005,BC-006,Georreferenciamento,QA,STORY-0294-ISSUE-0404-executar-benchmark-negativos-e-regressao-cientifica-extracao-opcional-de-m.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,AC-ISSUE-0404-01/AC-ISSUE-0404-02/AC-ISSUE-0404-03/AC-ISSUE-0404-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0405,Implementable story,planned,EPIC-048,SPRINT-005,BC-006,Georreferenciamento,Reviewer,STORY-0295-ISSUE-0405-auditar-evidencia-cientifica-e-final-extracao-opcional-de-metadados-margin.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,AC-ISSUE-0405-01/AC-ISSUE-0405-02/AC-ISSUE-0405-03/AC-ISSUE-0405-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0406,Implementable story,planned,EPIC-049,SPRINT-010,BC-013,"Artifacts, Proveniência e Lifecycle",Arquiteto,STORY-0296-ISSUE-0406-definir-modelo-invariantes-e-contratos-de-dados-lineage-normalizado-manife.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-012/ADR-016/ADR-025/ADR-038,AC-ISSUE-0406-01/AC-ISSUE-0406-02/AC-ISSUE-0406-03/AC-ISSUE-0406-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0407,Implementable story,planned,EPIC-049,SPRINT-010,BC-013,"Artifacts, Proveniência e Lifecycle",Backend,STORY-0297-ISSUE-0407-implementar-persistencia-e-migrations-lineage-normalizado-manifestos-e-bun.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-009/ADR-016/ADR-018/ADR-019/ADR-025/ADR-047/ADR-052/ADR-053,AC-ISSUE-0407-01/AC-ISSUE-0407-02/AC-ISSUE-0407-03/AC-ISSUE-0407-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0408,Implementable story,planned,EPIC-049,SPRINT-010,BC-013,"Artifacts, Proveniência e Lifecycle",Backend,STORY-0298-ISSUE-0408-implementar-armazenamento-e-lifecycle-lineage-normalizado-manifestos-e-bun.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-016/ADR-018/ADR-019/ADR-025,AC-ISSUE-0408-01/AC-ISSUE-0408-02/AC-ISSUE-0408-03/AC-ISSUE-0408-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0409,Implementable story,planned,EPIC-049,SPRINT-010,BC-013,"Artifacts, Proveniência e Lifecycle",Backend,STORY-0299-ISSUE-0409-expor-servicos-e-integrar-consumers-lineage-normalizado-manifestos-e-bundl.md,ADR-002/ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-012/ADR-016/ADR-018/ADR-019/ADR-025/ADR-048,AC-ISSUE-0409-01/AC-ISSUE-0409-02/AC-ISSUE-0409-03/AC-ISSUE-0409-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0410,Implementable story,planned,EPIC-049,SPRINT-010,BC-013,"Artifacts, Proveniência e Lifecycle",Security,STORY-0300-ISSUE-0410-validar-seguranca-recuperacao-e-concorrencia-lineage-normalizado-manifesto.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-025/ADR-030/ADR-031/ADR-032/ADR-052/ADR-053,AC-ISSUE-0410-01/AC-ISSUE-0410-02/AC-ISSUE-0410-03/AC-ISSUE-0410-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0411,Implementable story,planned,EPIC-049,SPRINT-010,BC-013,"Artifacts, Proveniência e Lifecycle",Reviewer,STORY-0301-ISSUE-0411-executar-qa-e-auditoria-final-lineage-normalizado-manifestos-e-bundle-de-r.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-025,AC-ISSUE-0411-01/AC-ISSUE-0411-02/AC-ISSUE-0411-03/AC-ISSUE-0411-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0412,Implementable story,planned,EPIC-050,SPRINT-006,BC-009,Recuperação Assistida por IA e Governança de Modelos,Arquiteto,STORY-0302-ISSUE-0412-definir-contrato-cientifico-e-invariantes-registry-de-matchers-classicos-i.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-017/ADR-038/ADR-051/ADR-052/ADR-053/ADR-055,AC-ISSUE-0412-01/AC-ISSUE-0412-02/AC-ISSUE-0412-03/AC-ISSUE-0412-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0413,Implementable story,planned,EPIC-050,SPRINT-006,BC-009,Recuperação Assistida por IA e Governança de Modelos,Geoprocessamento,STORY-0303-ISSUE-0413-preparar-corpus-fixtures-e-representacao-tipada-registry-de-matchers-class.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-017/ADR-041/ADR-042/ADR-043/ADR-046/ADR-051/ADR-052/ADR-053/ADR-055,AC-ISSUE-0413-01/AC-ISSUE-0413-02/AC-ISSUE-0413-03/AC-ISSUE-0413-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0414,Implementable story,planned,EPIC-050,SPRINT-006,BC-009,Recuperação Assistida por IA e Governança de Modelos,Geoprocessamento,STORY-0304-ISSUE-0414-implementar-o-nucleo-algoritmico-registry-de-matchers-classicos-ia-escalon.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-017/ADR-041/ADR-042/ADR-043/ADR-046/ADR-051/ADR-052/ADR-053/ADR-055,AC-ISSUE-0414-01/AC-ISSUE-0414-02/AC-ISSUE-0414-03/AC-ISSUE-0414-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0415,Implementable story,planned,EPIC-050,SPRINT-006,BC-009,Recuperação Assistida por IA e Governança de Modelos,Geoprocessamento,STORY-0305-ISSUE-0415-integrar-ao-processingplan-e-pipeline-registry-de-matchers-classicos-ia-es.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-017/ADR-041/ADR-042/ADR-043/ADR-046/ADR-051/ADR-052/ADR-053/ADR-055,AC-ISSUE-0415-01/AC-ISSUE-0415-02/AC-ISSUE-0415-03/AC-ISSUE-0415-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0416,Implementable story,planned,EPIC-050,SPRINT-006,BC-009,Recuperação Assistida por IA e Governança de Modelos,Geoprocessamento,STORY-0306-ISSUE-0416-produzir-metricas-diagnostico-e-lineage-registry-de-matchers-classicos-ia.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-017/ADR-041/ADR-042/ADR-043/ADR-046/ADR-051/ADR-052/ADR-053/ADR-055,AC-ISSUE-0416-01/AC-ISSUE-0416-02/AC-ISSUE-0416-03/AC-ISSUE-0416-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0417,Implementable story,planned,EPIC-050,SPRINT-006,BC-009,Recuperação Assistida por IA e Governança de Modelos,QA,STORY-0307-ISSUE-0417-executar-benchmark-negativos-e-regressao-cientifica-registry-de-matchers-c.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-009/ADR-017/ADR-041/ADR-042/ADR-043/ADR-046/ADR-051/ADR-052/ADR-053/ADR-055,AC-ISSUE-0417-01/AC-ISSUE-0417-02/AC-ISSUE-0417-03/AC-ISSUE-0417-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0418,Implementable story,planned,EPIC-050,SPRINT-006,BC-009,Recuperação Assistida por IA e Governança de Modelos,Reviewer,STORY-0308-ISSUE-0418-auditar-evidencia-cientifica-e-final-registry-de-matchers-classicos-ia-esc.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-017/ADR-051/ADR-052/ADR-053/ADR-055,AC-ISSUE-0418-01/AC-ISSUE-0418-02/AC-ISSUE-0418-03/AC-ISSUE-0418-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0419,Implementable story,planned,EPIC-051,SPRINT-006,BC-006,Georreferenciamento,Arquiteto,STORY-0309-ISSUE-0419-definir-contrato-cientifico-e-invariantes-estimadores-usac-magsac-ransac-e.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-041/ADR-042/ADR-043/ADR-045,AC-ISSUE-0419-01/AC-ISSUE-0419-02/AC-ISSUE-0419-03/AC-ISSUE-0419-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0420,Implementable story,planned,EPIC-051,SPRINT-006,BC-006,Georreferenciamento,Geoprocessamento,STORY-0310-ISSUE-0420-preparar-corpus-fixtures-e-representacao-tipada-estimadores-usac-magsac-ra.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-045,AC-ISSUE-0420-01/AC-ISSUE-0420-02/AC-ISSUE-0420-03/AC-ISSUE-0420-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0421,Implementable story,planned,EPIC-051,SPRINT-006,BC-006,Georreferenciamento,Geoprocessamento,STORY-0311-ISSUE-0421-implementar-o-nucleo-algoritmico-estimadores-usac-magsac-ransac-explicitos.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-045,AC-ISSUE-0421-01/AC-ISSUE-0421-02/AC-ISSUE-0421-03/AC-ISSUE-0421-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0422,Implementable story,planned,EPIC-051,SPRINT-006,BC-006,Georreferenciamento,Geoprocessamento,STORY-0312-ISSUE-0422-integrar-ao-processingplan-e-pipeline-estimadores-usac-magsac-ransac-expli.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-045,AC-ISSUE-0422-01/AC-ISSUE-0422-02/AC-ISSUE-0422-03/AC-ISSUE-0422-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0423,Implementable story,planned,EPIC-051,SPRINT-006,BC-006,Georreferenciamento,Geoprocessamento,STORY-0313-ISSUE-0423-produzir-metricas-diagnostico-e-lineage-estimadores-usac-magsac-ransac-exp.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-045,AC-ISSUE-0423-01/AC-ISSUE-0423-02/AC-ISSUE-0423-03/AC-ISSUE-0423-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0424,Implementable story,planned,EPIC-051,SPRINT-006,BC-006,Georreferenciamento,QA,STORY-0314-ISSUE-0424-executar-benchmark-negativos-e-regressao-cientifica-estimadores-usac-magsa.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-045,AC-ISSUE-0424-01/AC-ISSUE-0424-02/AC-ISSUE-0424-03/AC-ISSUE-0424-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0425,Implementable story,planned,EPIC-051,SPRINT-006,BC-006,Georreferenciamento,Reviewer,STORY-0315-ISSUE-0425-auditar-evidencia-cientifica-e-final-estimadores-usac-magsac-ransac-explic.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-045,AC-ISSUE-0425-01/AC-ISSUE-0425-02/AC-ISSUE-0425-03/AC-ISSUE-0425-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0426,Implementable story,planned,EPIC-052,SPRINT-006,BC-006,Georreferenciamento,Arquiteto,STORY-0316-ISSUE-0426-definir-contrato-cientifico-e-invariantes-selecao-de-gcps-por-cobertura-qu.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-041/ADR-042/ADR-043/ADR-048,AC-ISSUE-0426-01/AC-ISSUE-0426-02/AC-ISSUE-0426-03/AC-ISSUE-0426-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0427,Implementable story,planned,EPIC-052,SPRINT-006,BC-006,Georreferenciamento,Geoprocessamento,STORY-0317-ISSUE-0427-preparar-corpus-fixtures-e-representacao-tipada-selecao-de-gcps-por-cobert.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-048,AC-ISSUE-0427-01/AC-ISSUE-0427-02/AC-ISSUE-0427-03/AC-ISSUE-0427-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0428,Implementable story,planned,EPIC-052,SPRINT-006,BC-006,Georreferenciamento,Geoprocessamento,STORY-0318-ISSUE-0428-implementar-o-nucleo-algoritmico-selecao-de-gcps-por-cobertura-qualidade-d.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-048,AC-ISSUE-0428-01/AC-ISSUE-0428-02/AC-ISSUE-0428-03/AC-ISSUE-0428-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0429,Implementable story,planned,EPIC-052,SPRINT-006,BC-006,Georreferenciamento,Geoprocessamento,STORY-0319-ISSUE-0429-integrar-ao-processingplan-e-pipeline-selecao-de-gcps-por-cobertura-qualid.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-048,AC-ISSUE-0429-01/AC-ISSUE-0429-02/AC-ISSUE-0429-03/AC-ISSUE-0429-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0430,Implementable story,planned,EPIC-052,SPRINT-006,BC-006,Georreferenciamento,Geoprocessamento,STORY-0320-ISSUE-0430-produzir-metricas-diagnostico-e-lineage-selecao-de-gcps-por-cobertura-qual.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-048,AC-ISSUE-0430-01/AC-ISSUE-0430-02/AC-ISSUE-0430-03/AC-ISSUE-0430-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0431,Implementable story,planned,EPIC-052,SPRINT-006,BC-006,Georreferenciamento,QA,STORY-0321-ISSUE-0431-executar-benchmark-negativos-e-regressao-cientifica-selecao-de-gcps-por-co.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-048,AC-ISSUE-0431-01/AC-ISSUE-0431-02/AC-ISSUE-0431-03/AC-ISSUE-0431-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0432,Implementable story,planned,EPIC-052,SPRINT-006,BC-006,Georreferenciamento,Reviewer,STORY-0322-ISSUE-0432-auditar-evidencia-cientifica-e-final-selecao-de-gcps-por-cobertura-qualida.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-048,AC-ISSUE-0432-01/AC-ISSUE-0432-02/AC-ISSUE-0432-03/AC-ISSUE-0432-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0433,Implementable story,planned,EPIC-053,SPRINT-006,BC-005,Descoberta e Aquisição de Referências,Arquiteto,STORY-0323-ISSUE-0433-definir-contrato-cientifico-e-invariantes-grafo-de-referencias-verificadas.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-041/ADR-042/ADR-043,AC-ISSUE-0433-01/AC-ISSUE-0433-02/AC-ISSUE-0433-03/AC-ISSUE-0433-04,PASS,PASS,PASS,PASS,HIGH
