requirement_id,type,priority,owner,epics,stories,evidence_or_test,status
REQ-SDR-001,FUNCIONAL,P1,ADR-053,EPIC-023/EPIC-028/EPIC-050,STORY-0130/STORY-0751,test_hierarchical_seeds_rng_inventory_stable_ordering_and_checkpoint_compatibility,PENDING
REQ-SDR-002,FUNCIONAL,P1,ADR-053,EPIC-024/EPIC-028/EPIC-050,STORY-0136/STORY-0164/STORY-0302,test_tiered_cpu_gpu_runner_numerical_decision_and_artifact_equivalence,PENDING
REQ-SDR-003,NAO_FUNCIONAL,P1,ADR-053,EPIC-028/EPIC-050/EPIC-082,STORY-0169/STORY-0307/STORY-0512,test_nondeterministic_capability_declaration_repeatability_probes_and_bounded_consensus,PENDING
REQ-SDR-004,NAO_FUNCIONAL,P1,ADR-053,EPIC-028/EPIC-037/EPIC-049,STORY-0744/STORY-0297,test_scientific_reproducibility_record_replay_levels_promotion_matrix_and_retention,PENDING
REQ-SGVCAL-001,NAO_FUNCIONAL,P1,ADR-046,EPIC-005/EPIC-022/EPIC-028,STORY-0710/STORY-0127/STORY-0169,test_req_sgvcal_001,ACCEPTED
REQ-SGVCAL-002,NAO_FUNCIONAL,P1,ADR-046,EPIC-005/EPIC-022/EPIC-028,STORY-0736,test_req_sgvcal_002,ACCEPTED
REQ-SGVCAL-003,NAO_FUNCIONAL,P1,ADR-046,EPIC-005/EPIC-022/EPIC-028,STORY-0736,test_req_sgvcal_003,ACCEPTED
REQ-SGVCAL-004,NAO_FUNCIONAL,P1,ADR-046,EPIC-005/EPIC-022/EPIC-028,STORY-0736,test_req_sgvcal_004,ACCEPTED
REQ-SGVCAL-005,NAO_FUNCIONAL,P0,ADR-009,EPIC-005/EPIC-022/EPIC-028,STORY-0736,test_req_sgvcal_005,ACCEPTED
REQ-SGVCAL-006,NAO_FUNCIONAL,P1,ADR-046,EPIC-005/EPIC-022/EPIC-028,STORY-0737,test_req_sgvcal_006,ACCEPTED
REQ-SGVCAL-007,NAO_FUNCIONAL,P1,ADR-002,EPIC-005/EPIC-022/EPIC-028,STORY-0707/STORY-0122/STORY-0164,test_req_sgvcal_007,ACCEPTED
REQ-SGVCAL-008,NAO_FUNCIONAL,P1,ADR-046,EPIC-005/EPIC-022/EPIC-028,STORY-0711/STORY-0127/STORY-0169,test_req_sgvcal_008,ACCEPTED
REQ-SGVCAL-009,NAO_FUNCIONAL,P1,ADR-046,EPIC-005/EPIC-022/EPIC-028,STORY-0737,test_req_sgvcal_009,ACCEPTED
REQ-SGVCAL-010,NAO_FUNCIONAL,P1,ADR-046,EPIC-005/EPIC-022/EPIC-028,STORY-0737,test_req_sgvcal_0010,ACCEPTED
REQ-SMO-001,NAO_FUNCIONAL,P0,ADR-039,EPIC-040/EPIC-069,STORY-0240/STORY-0434,test_scheduler_low_cardinality_metrics_correlated_event_ledger_and_timeline,PENDING
REQ-SMO-002,FUNCIONAL,P1,ADR-040,EPIC-034/EPIC-069,STORY-0742/STORY-0434,test_stage_work_units_progress_eta_range_confidence_replanning_and_unknown_state,PENDING
REQ-SMO-003,FUNCIONAL,P1,ADR-012,EPIC-040/EPIC-069,STORY-0240/STORY-0434,test_class_slos_wait_starvation_stalled_jobs_gpu_lease_and_breaker_recovery_alerts,PENDING
REQ-SMO-004,NAO_FUNCIONAL,P1,ADR-030,EPIC-034/EPIC-069/EPIC-075,STORY-0742/STORY-0433/STORY-0470,test_role_based_scheduler_diagnostics_safe_controls_and_append_only_audit,PENDING
REQ-SPRINT-001-001,FUNCIONAL,P1,ADR-008,EPIC-001/EPIC-002/EPIC-086/EPIC-110,STORY-0757,test_sprint_zero_baseline_decision_01,PENDING
REQ-SPRINT-001-002,FUNCIONAL,P1,ADR-008,EPIC-001/EPIC-002/EPIC-086/EPIC-110,STORY-0758,test_sprint_zero_baseline_decision_02,PENDING
REQ-SPRINT-001-003,FUNCIONAL,P1,ADR-008,EPIC-001/EPIC-002/EPIC-086/EPIC-110,STORY-0758,test_sprint_zero_baseline_decision_03,PENDING
REQ-SPRINT-001-004,FUNCIONAL,P1,ADR-008,EPIC-001/EPIC-002/EPIC-086/EPIC-110,STORY-0001/STORY-0690/STORY-0534/STORY-0683,test_sprint_zero_baseline_decision_04,PENDING
REQ-SPRINT-001-005,FUNCIONAL,P1,ADR-012,EPIC-001/EPIC-002/EPIC-086/EPIC-110,STORY-0758,test_sprint_zero_baseline_decision_05,PENDING
REQ-SPRINT-001-006,FUNCIONAL,P1,ADR-008,EPIC-001/EPIC-002/EPIC-086/EPIC-110,STORY-0758,test_sprint_zero_baseline_decision_06,PENDING
REQ-SPRINT-001-007,NAO_FUNCIONAL,P1,ADR-008,EPIC-001/EPIC-002/EPIC-086/EPIC-110,STORY-0758,test_sprint_zero_baseline_decision_07,PENDING
REQ-SPRINT-001-008,FUNCIONAL,P0,ADR-008,EPIC-001/EPIC-002/EPIC-086/EPIC-110,STORY-0758,test_sprint_zero_baseline_decision_08,PENDING
REQ-SPRINT-001-009,FUNCIONAL,P1,ADR-008,EPIC-001/EPIC-002/EPIC-086/EPIC-110,STORY-0758,test_sprint_zero_baseline_decision_09,PENDING
REQ-SPRINT-001-010,FUNCIONAL,P1,ADR-035,EPIC-001/EPIC-002/EPIC-086/EPIC-110,STORY-0758,test_sprint_zero_baseline_decision_10,PENDING
REQ-SRC-001,FUNCIONAL,P0,ADR-047,EPIC-027,STORY-0158,ssrf_provider_gateway,PENDING
REQ-SRC-002,FUNCIONAL,P0,ADR-047,EPIC-027/EPIC-041,STORY-0158/STORY-0749,test_free_download_only_and_purchase_blocked,PENDING
REQ-SRC-003,NAO_FUNCIONAL,P0,ADR-047,EPIC-041/EPIC-058,STORY-0749/STORY-0358,test_provider_capability_contract_allowlist_ssrf_no_purchase,PENDING
REQ-SRC-004,FUNCIONAL,P0,ADR-047,EPIC-033/EPIC-059,STORY-0198/STORY-0366,test_guided_bounded_search_ranking_uncertainty_reproducible,PENDING
REQ-SRC-005,FUNCIONAL,P0,ADR-047,EPIC-029/EPIC-060,STORY-0171/STORY-0372,test_free_acquisition_policy_states_fail_closed_paid_ambiguous,PENDING
REQ-SRG-001,NAO_FUNCIONAL,P1,ADR-053,EPIC-028,STORY-0164,test_layered_versioned_stratified_scientific_baselines_sentinels_and_blind_promotion_set,PENDING
REQ-SRG-002,NAO_FUNCIONAL,P1,ADR-053,EPIC-005/EPIC-028,STORY-0737,test_change_impact_graph_mandatory_tiers_and_full_promotion_matrix,PENDING
REQ-SRG-003,NAO_FUNCIONAL,P0,ADR-053,EPIC-028/EPIC-043,STORY-0737/STORY-0256,test_multidimensional_promotion_gate_stratified_budgets_uncertainty_and_no_hard_gate_compensation,PENDING
REQ-SRG-004,NAO_FUNCIONAL,P1,ADR-053,EPIC-028/EPIC-043/EPIC-049,STORY-0737/STORY-0257/STORY-0297,test_versioned_scientific_pipeline_bundle_dual_run_pinning_atomic_promotion_and_rollback,PENDING
REQ-SRP-001,NAO_FUNCIONAL,P1,ADR-053,EPIC-040/EPIC-104,STORY-0242/STORY-0652,test_scheduler_execution_snapshot_selective_immutable_redacted_and_versioned,PENDING
REQ-SRP-002,FUNCIONAL,P1,ADR-037,EPIC-005/EPIC-104,STORY-0711/STORY-0649,test_offline_scheduler_decision_replay_without_scientific_workload_or_providers,PENDING
REQ-SRP-003,FUNCIONAL,P1,ADR-053,EPIC-037/EPIC-104,STORY-0744/STORY-0648,test_invariant_equivalence_divergence_classification_and_first_causal_event,PENDING
REQ-SRP-004,NAO_FUNCIONAL,P1,ADR-053,EPIC-073/EPIC-076/EPIC-104,STORY-0460/STORY-0476/STORY-0648,test_signed_redacted_retained_scheduler_reproduction_bundle_limits,PENDING
REQ-SUP-001,NAO_FUNCIONAL,P0,ADR-024,EPIC-005/EPIC-080,STORY-0711/STORY-0500,test_release_sbom_signature_provenance_immutable_pins,PENDING
REQ-TOOL-001,NAO_FUNCIONAL,P1,ADR-035,EPIC-001/EPIC-002,STORY-0699,test_python_312_primary_and_upgrade_gates,ACCEPTED
REQ-TOOL-002,NAO_FUNCIONAL,P1,ADR-001,EPIC-001/EPIC-002,STORY-0699,test_uv_lock_frozen,ACCEPTED
REQ-TOOL-003,NAO_FUNCIONAL,P1,ADR-011,EPIC-004,STORY-0702,test_fastapi_openapi_contract,ACCEPTED
REQ-TOOL-004,NAO_FUNCIONAL,P1,ADR-018,EPIC-012/EPIC-013,STORY-0719/STORY-0063,test_sqlalchemy_alembic_postgis,ACCEPTED
REQ-TOOL-005,NAO_FUNCIONAL,P1,ADR-001,EPIC-002/EPIC-004/EPIC-012,STORY-0719,test_model_boundary_architecture,ACCEPTED
REQ-TOOL-006,NAO_FUNCIONAL,P1,ADR-009,EPIC-005,STORY-0711,test_ruff_mypy_gate,ACCEPTED
REQ-TOOL-007,NAO_FUNCIONAL,P1,ADR-018,EPIC-005/EPIC-028,STORY-0737,test_pytest_real_services,ACCEPTED
REQ-TOOL-008,NAO_FUNCIONAL,P1,ADR-014,EPIC-031/EPIC-043,STORY-0185/STORY-0256,test_node_pnpm_lock,ACCEPTED
REQ-TOOL-009,NAO_FUNCIONAL,P1,ADR-014,EPIC-005/EPIC-031,STORY-0711/STORY-0185,test_frontend_strict_and_browser,ACCEPTED
REQ-TOOL-010,NAO_FUNCIONAL,P1,ADR-001,EPIC-001/EPIC-043,STORY-0689/STORY-0256,test_make_ci_parity,ACCEPTED
REQ-TOP-001,FUNCIONAL,P0,ADR-014,EPIC-003/EPIC-004/EPIC-015,STORY-0011/STORY-0702/STORY-0075,cli_api_semantic_contract,PENDING
REQ-TST-001,FUNCIONAL,P0,ADR-053,EPIC-006/EPIC-028/EPIC-092,STORY-0027/STORY-0737/STORY-0566,test_corpus_license_hash_split_and_access_integrity,PENDING
REQ-UPG-001,NAO_FUNCIONAL,P0,ADR-035,EPIC-071/EPIC-072/EPIC-081,STORY-0445/STORY-0451/STORY-0505,test_orchestrated_upgrade_preflight_migrations_rollback_restore,PENDING
REQ-UPG-002,NAO_FUNCIONAL,P0,ADR-026,EPIC-012/EPIC-106/EPIC-107,STORY-0720/STORY-0662/STORY-0668,test_singleton_upgrade_controller_lease_preflight_checkpoint_resume_and_split_brain_prevention,PENDING
REQ-UPG-003,NAO_FUNCIONAL,P0,ADR-035,EPIC-005/EPIC-075/EPIC-107,STORY-0711/STORY-0470/STORY-0667,test_post_migration_multidimensional_evidence_gate_canary_and_atomic_cutover,PENDING
REQ-UPG-004,NAO_FUNCIONAL,P0,ADR-035,EPIC-072/EPIC-105/EPIC-107,STORY-0451/STORY-0654/STORY-0666,test_phase_aware_recovery_writer_blocking_forward_fix_compatible_rollback_and_validated_restore,PENDING
REQ-UPG-005,NAO_FUNCIONAL,P1,ADR-035,EPIC-004/EPIC-105/EPIC-107,STORY-0705/STORY-0658/STORY-0667,test_phased_rollout_limited_mixed_version_window_drain_and_long_job_pinning,PENDING
REQ-UX-001,FUNCIONAL,P0,ADR-014,EPIC-031/EPIC-032,STORY-0740/STORY-0192,e2e_no_terminal_primary_workflow,PENDING
REQ-UX-002,NAO_FUNCIONAL,P0,ADR-014,EPIC-004/EPIC-029/EPIC-033,STORY-0702/STORY-0171/STORY-0198,test_no_duplicate_modes_processing_plan_roundtrip,PENDING
REQ-UX-003,FUNCIONAL,P1,ADR-014,EPIC-036,STORY-0216,visual_examples_license_accessibility_e2e,PENDING
REQ-WORKER-001,NAO_FUNCIONAL,P1,ADR-006,EPIC-002/EPIC-014/EPIC-039,STORY-0691/STORY-0068/STORY-0232,test_req_worker_001,ACCEPTED
REQ-WORKER-002,NAO_FUNCIONAL,P1,ADR-012,EPIC-002/EPIC-014/EPIC-039,STORY-0699/STORY-0070/STORY-0234,test_req_worker_002,ACCEPTED
REQ-WORKER-003,NAO_FUNCIONAL,P1,ADR-037,EPIC-002/EPIC-014/EPIC-039,STORY-0746,test_req_worker_003,ACCEPTED
REQ-WORKER-004,NAO_FUNCIONAL,P1,ADR-037,EPIC-002/EPIC-014/EPIC-039,STORY-0699/STORY-0070/STORY-0234,test_req_worker_004,ACCEPTED
REQ-WORKER-005,NAO_FUNCIONAL,P1,ADR-018,EPIC-002/EPIC-014/EPIC-039,STORY-0699/STORY-0070/STORY-0234,test_req_worker_005,ACCEPTED
REQ-WORKER-006,NAO_FUNCIONAL,P1,ADR-037,EPIC-002/EPIC-014/EPIC-039,STORY-0699/STORY-0070/STORY-0234,test_req_worker_006,ACCEPTED
REQ-WORKER-007,NAO_FUNCIONAL,P1,ADR-020,EPIC-002/EPIC-014/EPIC-039,STORY-0699/STORY-0070/STORY-0234,test_req_worker_007,ACCEPTED
REQ-WORKER-008,NAO_FUNCIONAL,P1,ADR-012,EPIC-002/EPIC-014/EPIC-017/EPIC-039,STORY-0700/STORY-0070/STORY-0092/STORY-0234,test_req_worker_008,ACCEPTED
REQ-WORKER-009,NAO_FUNCIONAL,P1,ADR-037,EPIC-002/EPIC-014/EPIC-039,STORY-0700/STORY-0070/STORY-0234,test_req_worker_009,ACCEPTED
REQ-WORKER-010,NAO_FUNCIONAL,P1,ADR-034,EPIC-002/EPIC-014/EPIC-039,STORY-0691/STORY-0068/STORY-0232,test_req_worker_0010,ACCEPTED
