story_id,issue_id,task_id,epic_id,sprint,domain,bounded_context,bounded_context_name,type,status,role,title,dependencies,requirements,file,governing_adrs,requirement_basis,criterion_ids,rr_status,ddd_status,phase_f_status,phase_g_status,cto_risk_tier
STORY-0336,ISSUE-0446,TASK-0336,EPIC-054,SPRINT-006,GEO,BC-005,Descoberta e Aquisição de Referências,Story,planned,Reviewer,"Auditar evidência científica e final: componentes provisórios multimodais, scores versionados, preview e correção sem equivalência com prova geométrica",STORY-0335,,STORY-0336-ISSUE-0446-auditar-evidencia-cientifica-e-final-componentes-provisorios-multimodais-s.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-047,DERIVED_CONTROL,AC-ISSUE-0446-01/AC-ISSUE-0446-02/AC-ISSUE-0446-03/AC-ISSUE-0446-04,PASS,PASS,PASS,PASS,HIGH
STORY-0337,ISSUE-0447,TASK-0337,EPIC-055,SPRINT-006,GEO,BC-005,Descoberta e Aquisição de Referências,Story,planned,Arquiteto,"Definir contrato científico e invariantes: recuperação progressiva de vizinhos com candidate budget, telemetria de recall e retry ampliado explícito",STORY-0288/STORY-0308/STORY-0336/STORY-0109,,STORY-0337-ISSUE-0447-definir-contrato-cientifico-e-invariantes-recuperacao-progressiva-de-vizin.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-041/ADR-042/ADR-043/ADR-047,DERIVED_CONTROL,AC-ISSUE-0447-01/AC-ISSUE-0447-02/AC-ISSUE-0447-03/AC-ISSUE-0447-04,PASS,PASS,PASS,PASS,HIGH
STORY-0338,ISSUE-0448,TASK-0338,EPIC-055,SPRINT-006,GEO,BC-005,Descoberta e Aquisição de Referências,Story,planned,Geoprocessamento,"Preparar corpus, fixtures e representação tipada: recuperação progressiva de vizinhos com candidate budget, telemetria de recall e retry ampliado explícito",STORY-0337,REQ-DIS-002/REQ-MOS-002,STORY-0338-ISSUE-0448-preparar-corpus-fixtures-e-representacao-tipada-recuperacao-progressiva-de.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-040/ADR-041/ADR-042/ADR-043/ADR-047,MIXED,AC-ISSUE-0448-01/AC-ISSUE-0448-02/AC-ISSUE-0448-03/AC-ISSUE-0448-04,PASS,PASS,PASS,PASS,HIGH
STORY-0339,ISSUE-0449,TASK-0339,EPIC-055,SPRINT-006,GEO,BC-005,Descoberta e Aquisição de Referências,Story,planned,Geoprocessamento,"Implementar o núcleo algorítmico: recuperação progressiva de vizinhos com candidate budget, telemetria de recall e retry ampliado explícito",STORY-0337,,STORY-0339-ISSUE-0449-implementar-o-nucleo-algoritmico-recuperacao-progressiva-de-vizinhos-com-c.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-047,DERIVED_CONTROL,AC-ISSUE-0449-01/AC-ISSUE-0449-02/AC-ISSUE-0449-03/AC-ISSUE-0449-04,PASS,PASS,PASS,PASS,HIGH
STORY-0340,ISSUE-0450,TASK-0340,EPIC-055,SPRINT-006,GEO,BC-005,Descoberta e Aquisição de Referências,Story,planned,Geoprocessamento,"Integrar ao ProcessingPlan e pipeline: recuperação progressiva de vizinhos com candidate budget, telemetria de recall e retry ampliado explícito",STORY-0337,,STORY-0340-ISSUE-0450-integrar-ao-processingplan-e-pipeline-recuperacao-progressiva-de-vizinhos.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-047,DERIVED_CONTROL,AC-ISSUE-0450-01/AC-ISSUE-0450-02/AC-ISSUE-0450-03/AC-ISSUE-0450-04,PASS,PASS,PASS,PASS,HIGH
STORY-0341,ISSUE-0451,TASK-0341,EPIC-055,SPRINT-006,GEO,BC-005,Descoberta e Aquisição de Referências,Story,planned,Geoprocessamento,"Produzir métricas, diagnóstico e lineage: recuperação progressiva de vizinhos com candidate budget, telemetria de recall e retry ampliado explícito",STORY-0337,,STORY-0341-ISSUE-0451-produzir-metricas-diagnostico-e-lineage-recuperacao-progressiva-de-vizinho.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-047,DERIVED_CONTROL,AC-ISSUE-0451-01/AC-ISSUE-0451-02/AC-ISSUE-0451-03/AC-ISSUE-0451-04,PASS,PASS,PASS,PASS,HIGH
STORY-0342,ISSUE-0452,TASK-0342,EPIC-055,SPRINT-006,GEO,BC-005,Descoberta e Aquisição de Referências,Story,planned,QA,"Executar benchmark, negativos e regressão científica: recuperação progressiva de vizinhos com candidate budget, telemetria de recall e retry ampliado explícito",STORY-0338/STORY-0339/STORY-0340/STORY-0341,,STORY-0342-ISSUE-0452-executar-benchmark-negativos-e-regressao-cientifica-recuperacao-progressiv.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-047,DERIVED_CONTROL,AC-ISSUE-0452-01/AC-ISSUE-0452-02/AC-ISSUE-0452-03/AC-ISSUE-0452-04,PASS,PASS,PASS,PASS,HIGH
STORY-0343,ISSUE-0453,TASK-0343,EPIC-055,SPRINT-006,GEO,BC-005,Descoberta e Aquisição de Referências,Story,planned,Reviewer,"Auditar evidência científica e final: recuperação progressiva de vizinhos com candidate budget, telemetria de recall e retry ampliado explícito",STORY-0342,,STORY-0343-ISSUE-0453-auditar-evidencia-cientifica-e-final-recuperacao-progressiva-de-vizinhos-c.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-047,DERIVED_CONTROL,AC-ISSUE-0453-01/AC-ISSUE-0453-02/AC-ISSUE-0453-03/AC-ISSUE-0453-04,PASS,PASS,PASS,PASS,HIGH
STORY-0344,ISSUE-0454,TASK-0344,EPIC-056,SPRINT-006,GEO,BC-005,Descoberta e Aquisição de Referências,Story,planned,Arquiteto,"Definir contrato científico e invariantes: máquina de estados de arestas, evidência direta, lineage e SGV independente da imagem dependente",STORY-0135/STORY-0142/STORY-0322/STORY-0329,,STORY-0344-ISSUE-0454-definir-contrato-cientifico-e-invariantes-maquina-de-estados-de-arestas-ev.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-041/ADR-042/ADR-043/ADR-050,DERIVED_CONTROL,AC-ISSUE-0454-01/AC-ISSUE-0454-02/AC-ISSUE-0454-03/AC-ISSUE-0454-04,PASS,PASS,PASS,PASS,HIGH
STORY-0345,ISSUE-0455,TASK-0345,EPIC-056,SPRINT-006,GEO,BC-005,Descoberta e Aquisição de Referências,Story,planned,Geoprocessamento,"Preparar corpus, fixtures e representação tipada: máquina de estados de arestas, evidência direta, lineage e SGV independente da imagem dependente",STORY-0344,REQ-RMV-003,STORY-0345-ISSUE-0455-preparar-corpus-fixtures-e-representacao-tipada-maquina-de-estados-de-ares.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-041/ADR-042/ADR-043/ADR-050,MIXED,AC-ISSUE-0455-01/AC-ISSUE-0455-02/AC-ISSUE-0455-03/AC-ISSUE-0455-04,PASS,PASS,PASS,PASS,HIGH
STORY-0346,ISSUE-0456,TASK-0346,EPIC-056,SPRINT-006,GEO,BC-005,Descoberta e Aquisição de Referências,Story,planned,Geoprocessamento,"Implementar o núcleo algorítmico: máquina de estados de arestas, evidência direta, lineage e SGV independente da imagem dependente",STORY-0344,,STORY-0346-ISSUE-0456-implementar-o-nucleo-algoritmico-maquina-de-estados-de-arestas-evidencia-d.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-041/ADR-042/ADR-043/ADR-050,DERIVED_CONTROL,AC-ISSUE-0456-01/AC-ISSUE-0456-02/AC-ISSUE-0456-03/AC-ISSUE-0456-04,PASS,PASS,PASS,PASS,HIGH
STORY-0347,ISSUE-0457,TASK-0347,EPIC-056,SPRINT-006,GEO,BC-005,Descoberta e Aquisição de Referências,Story,planned,Geoprocessamento,"Integrar ao ProcessingPlan e pipeline: máquina de estados de arestas, evidência direta, lineage e SGV independente da imagem dependente",STORY-0344,,STORY-0347-ISSUE-0457-integrar-ao-processingplan-e-pipeline-maquina-de-estados-de-arestas-eviden.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-041/ADR-042/ADR-043/ADR-050,DERIVED_CONTROL,AC-ISSUE-0457-01/AC-ISSUE-0457-02/AC-ISSUE-0457-03/AC-ISSUE-0457-04,PASS,PASS,PASS,PASS,HIGH
STORY-0348,ISSUE-0458,TASK-0348,EPIC-056,SPRINT-006,GEO,BC-005,Descoberta e Aquisição de Referências,Story,planned,Geoprocessamento,"Produzir métricas, diagnóstico e lineage: máquina de estados de arestas, evidência direta, lineage e SGV independente da imagem dependente",STORY-0344,,STORY-0348-ISSUE-0458-produzir-metricas-diagnostico-e-lineage-maquina-de-estados-de-arestas-evid.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-041/ADR-042/ADR-043/ADR-050,DERIVED_CONTROL,AC-ISSUE-0458-01/AC-ISSUE-0458-02/AC-ISSUE-0458-03/AC-ISSUE-0458-04,PASS,PASS,PASS,PASS,HIGH
STORY-0349,ISSUE-0459,TASK-0349,EPIC-056,SPRINT-006,GEO,BC-005,Descoberta e Aquisição de Referências,Story,planned,QA,"Executar benchmark, negativos e regressão científica: máquina de estados de arestas, evidência direta, lineage e SGV independente da imagem dependente",STORY-0345/STORY-0346/STORY-0347/STORY-0348,REQ-REF-002,STORY-0349-ISSUE-0459-executar-benchmark-negativos-e-regressao-cientifica-maquina-de-estados-de.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-040/ADR-041/ADR-042/ADR-043/ADR-050,MIXED,AC-ISSUE-0459-01/AC-ISSUE-0459-02/AC-ISSUE-0459-03/AC-ISSUE-0459-04,PASS,PASS,PASS,PASS,HIGH
STORY-0350,ISSUE-0460,TASK-0350,EPIC-056,SPRINT-006,GEO,BC-005,Descoberta e Aquisição de Referências,Story,planned,Reviewer,"Auditar evidência científica e final: máquina de estados de arestas, evidência direta, lineage e SGV independente da imagem dependente",STORY-0349,,STORY-0350-ISSUE-0460-auditar-evidencia-cientifica-e-final-maquina-de-estados-de-arestas-evidenc.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-041/ADR-042/ADR-043/ADR-050,DERIVED_CONTROL,AC-ISSUE-0460-01/AC-ISSUE-0460-02/AC-ISSUE-0460-03/AC-ISSUE-0460-04,PASS,PASS,PASS,PASS,HIGH
STORY-0351,ISSUE-0461,TASK-0351,EPIC-057,SPRINT-006,GEO,BC-012,"Resultados, Diagnósticos e Exportação",Story,planned,Arquiteto,"Definir contrato científico e invariantes: resultados por componente, sucesso parcial explícito, retry por subconjunto e UX de componentes não resolvidos",STORY-0329/STORY-0350/STORY-0184,,STORY-0351-ISSUE-0461-definir-contrato-cientifico-e-invariantes-resultados-por-componente-sucess.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011,DERIVED_CONTROL,AC-ISSUE-0461-01/AC-ISSUE-0461-02/AC-ISSUE-0461-03/AC-ISSUE-0461-04,PASS,PASS,PASS,PASS,HIGH
STORY-0352,ISSUE-0462,TASK-0352,EPIC-057,SPRINT-006,GEO,BC-012,"Resultados, Diagnósticos e Exportação",Story,planned,Geoprocessamento,"Preparar corpus, fixtures e representação tipada: resultados por componente, sucesso parcial explícito, retry por subconjunto e UX de componentes não resolvidos",STORY-0351,REQ-BAT-001,STORY-0352-ISSUE-0462-preparar-corpus-fixtures-e-representacao-tipada-resultados-por-componente.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-039/ADR-041/ADR-042/ADR-043,MIXED,AC-ISSUE-0462-01/AC-ISSUE-0462-02/AC-ISSUE-0462-03/AC-ISSUE-0462-04,PASS,PASS,PASS,PASS,HIGH
STORY-0353,ISSUE-0463,TASK-0353,EPIC-057,SPRINT-006,GEO,BC-012,"Resultados, Diagnósticos e Exportação",Story,planned,Geoprocessamento,"Implementar o núcleo algorítmico: resultados por componente, sucesso parcial explícito, retry por subconjunto e UX de componentes não resolvidos",STORY-0351,,STORY-0353-ISSUE-0463-implementar-o-nucleo-algoritmico-resultados-por-componente-sucesso-parcial.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-041/ADR-042/ADR-043,DERIVED_CONTROL,AC-ISSUE-0463-01/AC-ISSUE-0463-02/AC-ISSUE-0463-03/AC-ISSUE-0463-04,PASS,PASS,PASS,PASS,HIGH
STORY-0354,ISSUE-0464,TASK-0354,EPIC-057,SPRINT-006,GEO,BC-012,"Resultados, Diagnósticos e Exportação",Story,planned,Geoprocessamento,"Integrar ao ProcessingPlan e pipeline: resultados por componente, sucesso parcial explícito, retry por subconjunto e UX de componentes não resolvidos",STORY-0351,,STORY-0354-ISSUE-0464-integrar-ao-processingplan-e-pipeline-resultados-por-componente-sucesso-pa.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-041/ADR-042/ADR-043,DERIVED_CONTROL,AC-ISSUE-0464-01/AC-ISSUE-0464-02/AC-ISSUE-0464-03/AC-ISSUE-0464-04,PASS,PASS,PASS,PASS,HIGH
STORY-0355,ISSUE-0465,TASK-0355,EPIC-057,SPRINT-006,GEO,BC-012,"Resultados, Diagnósticos e Exportação",Story,planned,Geoprocessamento,"Produzir métricas, diagnóstico e lineage: resultados por componente, sucesso parcial explícito, retry por subconjunto e UX de componentes não resolvidos",STORY-0351,,STORY-0355-ISSUE-0465-produzir-metricas-diagnostico-e-lineage-resultados-por-componente-sucesso.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-041/ADR-042/ADR-043,DERIVED_CONTROL,AC-ISSUE-0465-01/AC-ISSUE-0465-02/AC-ISSUE-0465-03/AC-ISSUE-0465-04,PASS,PASS,PASS,PASS,HIGH
STORY-0356,ISSUE-0466,TASK-0356,EPIC-057,SPRINT-006,GEO,BC-012,"Resultados, Diagnósticos e Exportação",Story,planned,QA,"Executar benchmark, negativos e regressão científica: resultados por componente, sucesso parcial explícito, retry por subconjunto e UX de componentes não resolvidos",STORY-0352/STORY-0353/STORY-0354/STORY-0355,,STORY-0356-ISSUE-0466-executar-benchmark-negativos-e-regressao-cientifica-resultados-por-compone.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-041/ADR-042/ADR-043,DERIVED_CONTROL,AC-ISSUE-0466-01/AC-ISSUE-0466-02/AC-ISSUE-0466-03/AC-ISSUE-0466-04,PASS,PASS,PASS,PASS,HIGH
STORY-0357,ISSUE-0467,TASK-0357,EPIC-057,SPRINT-006,GEO,BC-012,"Resultados, Diagnósticos e Exportação",Story,planned,Reviewer,"Auditar evidência científica e final: resultados por componente, sucesso parcial explícito, retry por subconjunto e UX de componentes não resolvidos",STORY-0356,,STORY-0357-ISSUE-0467-auditar-evidencia-cientifica-e-final-resultados-por-componente-sucesso-par.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011,DERIVED_CONTROL,AC-ISSUE-0467-01/AC-ISSUE-0467-02/AC-ISSUE-0467-03/AC-ISSUE-0467-04,PASS,PASS,PASS,PASS,HIGH
STORY-0358,ISSUE-0468,TASK-0358,EPIC-058,SPRINT-006,GEO,BC-005,Descoberta e Aquisição de Referências,Story,planned,Arquiteto,"Definir contrato científico e invariantes: gateway por capacidades, adapters STAC/API oficial, testes de contrato, allowlist, SSRF/egress e estados de licença/disponibilidade",STORY-0163/STORY-0020/STORY-0249,REQ-CRS-005/REQ-CRS-007/REQ-PUB-003/REQ-SRC-003,STORY-0358-ISSUE-0468-definir-contrato-cientifico-e-invariantes-gateway-por-capacidades-adapters.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-012/ADR-034/ADR-041/ADR-042/ADR-043/ADR-047/ADR-049,MIXED,AC-ISSUE-0468-01/AC-ISSUE-0468-02/AC-ISSUE-0468-03/AC-ISSUE-0468-04,PASS,PASS,PASS,PASS,HIGH
STORY-0359,ISSUE-0469,TASK-0359,EPIC-058,SPRINT-006,GEO,BC-005,Descoberta e Aquisição de Referências,Story,planned,Geoprocessamento,"Preparar corpus, fixtures e representação tipada: gateway por capacidades, adapters STAC/API oficial, testes de contrato, allowlist, SSRF/egress e estados de licença/disponibilidade",STORY-0358,REQ-OFF-001,STORY-0359-ISSUE-0469-preparar-corpus-fixtures-e-representacao-tipada-gateway-por-capacidades-ad.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-012/ADR-041/ADR-042/ADR-043/ADR-047/ADR-049/ADR-052,MIXED,AC-ISSUE-0469-01/AC-ISSUE-0469-02/AC-ISSUE-0469-03/AC-ISSUE-0469-04,PASS,PASS,PASS,PASS,CRITICAL
STORY-0360,ISSUE-0470,TASK-0360,EPIC-058,SPRINT-006,GEO,BC-005,Descoberta e Aquisição de Referências,Story,planned,Geoprocessamento,"Implementar o núcleo algorítmico: gateway por capacidades, adapters STAC/API oficial, testes de contrato, allowlist, SSRF/egress e estados de licença/disponibilidade",STORY-0358,REQ-ANC-001,STORY-0360-ISSUE-0470-implementar-o-nucleo-algoritmico-gateway-por-capacidades-adapters-stac-api.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-012/ADR-041/ADR-042/ADR-043/ADR-047/ADR-049,MIXED,AC-ISSUE-0470-01/AC-ISSUE-0470-02/AC-ISSUE-0470-03/AC-ISSUE-0470-04,PASS,PASS,PASS,PASS,HIGH
STORY-0361,ISSUE-0471,TASK-0361,EPIC-058,SPRINT-006,GEO,BC-005,Descoberta e Aquisição de Referências,Story,planned,Geoprocessamento,"Integrar ao ProcessingPlan e pipeline: gateway por capacidades, adapters STAC/API oficial, testes de contrato, allowlist, SSRF/egress e estados de licença/disponibilidade",STORY-0358,,STORY-0361-ISSUE-0471-integrar-ao-processingplan-e-pipeline-gateway-por-capacidades-adapters-sta.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-012/ADR-041/ADR-042/ADR-043/ADR-047/ADR-049,DERIVED_CONTROL,AC-ISSUE-0471-01/AC-ISSUE-0471-02/AC-ISSUE-0471-03/AC-ISSUE-0471-04,PASS,PASS,PASS,PASS,HIGH
STORY-0362,ISSUE-0472,TASK-0362,EPIC-058,SPRINT-006,GEO,BC-005,Descoberta e Aquisição de Referências,Story,planned,Geoprocessamento,"Produzir métricas, diagnóstico e lineage: gateway por capacidades, adapters STAC/API oficial, testes de contrato, allowlist, SSRF/egress e estados de licença/disponibilidade",STORY-0358,,STORY-0362-ISSUE-0472-produzir-metricas-diagnostico-e-lineage-gateway-por-capacidades-adapters-s.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-012/ADR-041/ADR-042/ADR-043/ADR-047/ADR-049,DERIVED_CONTROL,AC-ISSUE-0472-01/AC-ISSUE-0472-02/AC-ISSUE-0472-03/AC-ISSUE-0472-04,PASS,PASS,PASS,PASS,HIGH
STORY-0363,ISSUE-0473,TASK-0363,EPIC-058,SPRINT-006,GEO,BC-005,Descoberta e Aquisição de Referências,Story,planned,QA,"Executar benchmark, negativos e regressão científica: gateway por capacidades, adapters STAC/API oficial, testes de contrato, allowlist, SSRF/egress e estados de licença/disponibilidade",STORY-0359/STORY-0360/STORY-0361/STORY-0362,,STORY-0363-ISSUE-0473-executar-benchmark-negativos-e-regressao-cientifica-gateway-por-capacidade.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-012/ADR-041/ADR-042/ADR-043/ADR-047/ADR-049,DERIVED_CONTROL,AC-ISSUE-0473-01/AC-ISSUE-0473-02/AC-ISSUE-0473-03/AC-ISSUE-0473-04,PASS,PASS,PASS,PASS,HIGH
STORY-0364,ISSUE-0474,TASK-0364,EPIC-058,SPRINT-006,GEO,BC-005,Descoberta e Aquisição de Referências,Story,planned,Reviewer,"Auditar evidência científica e final: gateway por capacidades, adapters STAC/API oficial, testes de contrato, allowlist, SSRF/egress e estados de licença/disponibilidade",STORY-0363,,STORY-0364-ISSUE-0474-auditar-evidencia-cientifica-e-final-gateway-por-capacidades-adapters-stac.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-012/ADR-041/ADR-042/ADR-043/ADR-047/ADR-049,DERIVED_CONTROL,AC-ISSUE-0474-01/AC-ISSUE-0474-02/AC-ISSUE-0474-03/AC-ISSUE-0474-04,PASS,PASS,PASS,PASS,HIGH
STORY-0365,ISSUE-0475,TASK-0365,EPIC-059,SPRINT-006,GEO,BC-005,Descoberta e Aquisição de Referências,Story,planned,Arquiteto,"Definir contrato científico e invariantes: busca espaciotemporal guiada, ranking explicável, incerteza e expansão limitada por orçamento",STORY-0364/STORY-0128,,STORY-0365-ISSUE-0475-definir-contrato-cientifico-e-invariantes-busca-espaciotemporal-guiada-ran.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-041/ADR-042/ADR-043/ADR-047,DERIVED_CONTROL,AC-ISSUE-0475-01/AC-ISSUE-0475-02/AC-ISSUE-0475-03/AC-ISSUE-0475-04,PASS,PASS,PASS,PASS,HIGH
STORY-0366,ISSUE-0476,TASK-0366,EPIC-059,SPRINT-006,GEO,BC-005,Descoberta e Aquisição de Referências,Story,planned,Geoprocessamento,"Preparar corpus, fixtures e representação tipada: busca espaciotemporal guiada, ranking explicável, incerteza e expansão limitada por orçamento",STORY-0365,REQ-SRC-004,STORY-0366-ISSUE-0476-preparar-corpus-fixtures-e-representacao-tipada-busca-espaciotemporal-guia.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-047,MIXED,AC-ISSUE-0476-01/AC-ISSUE-0476-02/AC-ISSUE-0476-03/AC-ISSUE-0476-04,PASS,PASS,PASS,PASS,HIGH
STORY-0367,ISSUE-0477,TASK-0367,EPIC-059,SPRINT-006,GEO,BC-005,Descoberta e Aquisição de Referências,Story,planned,Geoprocessamento,"Implementar o núcleo algorítmico: busca espaciotemporal guiada, ranking explicável, incerteza e expansão limitada por orçamento",STORY-0365,,STORY-0367-ISSUE-0477-implementar-o-nucleo-algoritmico-busca-espaciotemporal-guiada-ranking-expl.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-047,DERIVED_CONTROL,AC-ISSUE-0477-01/AC-ISSUE-0477-02/AC-ISSUE-0477-03/AC-ISSUE-0477-04,PASS,PASS,PASS,PASS,HIGH
STORY-0368,ISSUE-0478,TASK-0368,EPIC-059,SPRINT-006,GEO,BC-005,Descoberta e Aquisição de Referências,Story,planned,Geoprocessamento,"Integrar ao ProcessingPlan e pipeline: busca espaciotemporal guiada, ranking explicável, incerteza e expansão limitada por orçamento",STORY-0365,,STORY-0368-ISSUE-0478-integrar-ao-processingplan-e-pipeline-busca-espaciotemporal-guiada-ranking.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-047,DERIVED_CONTROL,AC-ISSUE-0478-01/AC-ISSUE-0478-02/AC-ISSUE-0478-03/AC-ISSUE-0478-04,PASS,PASS,PASS,PASS,HIGH
STORY-0369,ISSUE-0479,TASK-0369,EPIC-059,SPRINT-006,GEO,BC-005,Descoberta e Aquisição de Referências,Story,planned,Geoprocessamento,"Produzir métricas, diagnóstico e lineage: busca espaciotemporal guiada, ranking explicável, incerteza e expansão limitada por orçamento",STORY-0365,,STORY-0369-ISSUE-0479-produzir-metricas-diagnostico-e-lineage-busca-espaciotemporal-guiada-ranki.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-047,DERIVED_CONTROL,AC-ISSUE-0479-01/AC-ISSUE-0479-02/AC-ISSUE-0479-03/AC-ISSUE-0479-04,PASS,PASS,PASS,PASS,HIGH
STORY-0370,ISSUE-0480,TASK-0370,EPIC-059,SPRINT-006,GEO,BC-005,Descoberta e Aquisição de Referências,Story,planned,QA,"Executar benchmark, negativos e regressão científica: busca espaciotemporal guiada, ranking explicável, incerteza e expansão limitada por orçamento",STORY-0366/STORY-0367/STORY-0368/STORY-0369,,STORY-0370-ISSUE-0480-executar-benchmark-negativos-e-regressao-cientifica-busca-espaciotemporal.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-047,DERIVED_CONTROL,AC-ISSUE-0480-01/AC-ISSUE-0480-02/AC-ISSUE-0480-03/AC-ISSUE-0480-04,PASS,PASS,PASS,PASS,HIGH
STORY-0371,ISSUE-0481,TASK-0371,EPIC-059,SPRINT-006,GEO,BC-005,Descoberta e Aquisição de Referências,Story,planned,Reviewer,"Auditar evidência científica e final: busca espaciotemporal guiada, ranking explicável, incerteza e expansão limitada por orçamento",STORY-0370,,STORY-0371-ISSUE-0481-auditar-evidencia-cientifica-e-final-busca-espaciotemporal-guiada-ranking.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-047,DERIVED_CONTROL,AC-ISSUE-0481-01/AC-ISSUE-0481-02/AC-ISSUE-0481-03/AC-ISSUE-0481-04,PASS,PASS,PASS,PASS,HIGH
STORY-0372,ISSUE-0482,TASK-0372,EPIC-060,SPRINT-006,GEO,BC-005,Descoberta e Aquisição de Referências,Story,planned,Arquiteto,"Definir contrato científico e invariantes: policy de aquisição no ProcessingPlan, preview, consentimento e bloqueio fail-closed de ativos pagos/ambíguos",STORY-0364/STORY-0371/STORY-0177,REQ-PUB-003/REQ-SRC-005,STORY-0372-ISSUE-0482-definir-contrato-cientifico-e-invariantes-policy-de-aquisicao-no-processin.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-012/ADR-041/ADR-042/ADR-043/ADR-047,MIXED,AC-ISSUE-0482-01/AC-ISSUE-0482-02/AC-ISSUE-0482-03/AC-ISSUE-0482-04,PASS,PASS,PASS,PASS,HIGH
STORY-0373,ISSUE-0483,TASK-0373,EPIC-060,SPRINT-006,GEO,BC-005,Descoberta e Aquisição de Referências,Story,planned,Geoprocessamento,"Preparar corpus, fixtures e representação tipada: policy de aquisição no ProcessingPlan, preview, consentimento e bloqueio fail-closed de ativos pagos/ambíguos",STORY-0372,,STORY-0373-ISSUE-0483-preparar-corpus-fixtures-e-representacao-tipada-policy-de-aquisicao-no-pro.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-047,DERIVED_CONTROL,AC-ISSUE-0483-01/AC-ISSUE-0483-02/AC-ISSUE-0483-03/AC-ISSUE-0483-04,PASS,PASS,PASS,PASS,HIGH
